regime,seed,config,beta,ll
s3c_recurring_p11,27,fixed_beta_0.00,0.0,0.45169600327134607
s3c_recurring_p11,27,fixed_beta_0.05,0.05,0.45309967975029847
s3c_recurring_p11,27,fixed_beta_0.10,0.1,0.45166356615691916
s3c_recurring_p11,27,fixed_beta_0.15,0.15,0.45194452261164303
s3c_recurring_p11,27,fixed_beta_0.20,0.2,0.4513584854731393
s3c_recurring_p11,27,fixed_beta_0.25,0.25,0.45410961555349494
s3c_recurring_p11,27,fixed_beta_0.30,0.3,0.4519683262580473
s3c_recurring_p11,27,fixed_beta_0.35,0.35,0.4497068858577311
s3c_recurring_p11,27,fixed_beta_0.40,0.4,0.4501256650027744
s3c_recurring_p11,27,fixed_beta_0.45,0.45,0.4507065346761206
s3c_recurring_p11,27,fixed_beta_0.50,0.5,0.4497711156177545
s3c_recurring_p11,27,fixed_beta_0.55,0.55,0.44947815482440556
s3c_recurring_p11,27,fixed_beta_0.60,0.6,0.4505657890382257
s3c_recurring_p11,27,fixed_beta_0.65,0.65,0.4488953587093874
s3c_recurring_p11,27,fixed_beta_0.70,0.7,0.4487370537502505
s3c_recurring_p11,27,fixed_beta_0.75,0.75,0.44863875089891364
s3c_recurring_p11,27,fixed_beta_0.80,0.8,0.44715807735275903
s3c_recurring_p11,27,fixed_beta_0.85,0.85,0.44829675098656
s3c_recurring_p11,27,fixed_beta_0.90,0.9,0.4490692846579622
s3c_recurring_p11,27,fixed_beta_0.95,0.95,0.4526460704556204
s3c_recurring_p11,27,fixed_beta_1.00,1.0,0.46130306824476736
s3c_recurring_p11,27,amgtp_adaptive,,0.4466989576764154
s3c_recurring_p11,27,m5b_smooth0.001,,0.45215957318463845
s3c_recurring_p11,27,m5b_smooth0.1,,0.44839516481611397
s3c_recurring_p11,27,ensemble3,,0.44952749813468357
