regime,seed,config,beta,ll
s9_heterogeneous,20,fixed_beta_0.00,0.0,0.4158269101244118
s9_heterogeneous,20,fixed_beta_0.05,0.05,0.4162875810613474
s9_heterogeneous,20,fixed_beta_0.10,0.1,0.41673826597261004
s9_heterogeneous,20,fixed_beta_0.15,0.15,0.4234099334413779
s9_heterogeneous,20,fixed_beta_0.20,0.2,0.41844097181426143
s9_heterogeneous,20,fixed_beta_0.25,0.25,0.40896522422637727
s9_heterogeneous,20,fixed_beta_0.30,0.3,0.4086308258189965
s9_heterogeneous,20,fixed_beta_0.35,0.35,0.416593986778817
s9_heterogeneous,20,fixed_beta_0.40,0.4,0.4119543833872496
s9_heterogeneous,20,fixed_beta_0.45,0.45,0.4108621826342435
s9_heterogeneous,20,fixed_beta_0.50,0.5,0.410196528774833
s9_heterogeneous,20,fixed_beta_0.55,0.55,0.41252146639303733
s9_heterogeneous,20,fixed_beta_0.60,0.6,0.4098815517857466
s9_heterogeneous,20,fixed_beta_0.65,0.65,0.40914370404191763
s9_heterogeneous,20,fixed_beta_0.70,0.7,0.4065518491670256
s9_heterogeneous,20,fixed_beta_0.75,0.75,0.4064451795480648
s9_heterogeneous,20,fixed_beta_0.80,0.8,0.4028694164325311
s9_heterogeneous,20,fixed_beta_0.85,0.85,0.4006863281192891
s9_heterogeneous,20,fixed_beta_0.90,0.9,0.40093384770305623
s9_heterogeneous,20,fixed_beta_0.95,0.95,0.4012192977664451
s9_heterogeneous,20,fixed_beta_1.00,1.0,0.4033353677571215
s9_heterogeneous,20,amgtp_adaptive,,0.40398095351645186
s9_heterogeneous,20,m5b_smooth0.001,,0.41644785379364113
s9_heterogeneous,20,m5b_smooth0.1,,0.4032066417359189
s9_heterogeneous,20,ensemble3,,0.40708088219493566
