regime,seed,config,beta,ll
s9_heterogeneous,30,fixed_beta_0.00,0.0,0.4477789822442728
s9_heterogeneous,30,fixed_beta_0.05,0.05,0.44782784596028186
s9_heterogeneous,30,fixed_beta_0.10,0.1,0.4488926744773118
s9_heterogeneous,30,fixed_beta_0.15,0.15,0.4441300147416464
s9_heterogeneous,30,fixed_beta_0.20,0.2,0.44459082278971446
s9_heterogeneous,30,fixed_beta_0.25,0.25,0.4399797918169969
s9_heterogeneous,30,fixed_beta_0.30,0.3,0.4384890098586445
s9_heterogeneous,30,fixed_beta_0.35,0.35,0.434339341316864
s9_heterogeneous,30,fixed_beta_0.40,0.4,0.43496635107734843
s9_heterogeneous,30,fixed_beta_0.45,0.45,0.4354928383120141
s9_heterogeneous,30,fixed_beta_0.50,0.5,0.43239482734822393
s9_heterogeneous,30,fixed_beta_0.55,0.55,0.4331965698668144
s9_heterogeneous,30,fixed_beta_0.60,0.6,0.4376585107569926
s9_heterogeneous,30,fixed_beta_0.65,0.65,0.43574798169522133
s9_heterogeneous,30,fixed_beta_0.70,0.7,0.4339712625119778
s9_heterogeneous,30,fixed_beta_0.75,0.75,0.4328477859468893
s9_heterogeneous,30,fixed_beta_0.80,0.8,0.4288111277109595
s9_heterogeneous,30,fixed_beta_0.85,0.85,0.42683054457217595
s9_heterogeneous,30,fixed_beta_0.90,0.9,0.42617593291214884
s9_heterogeneous,30,fixed_beta_0.95,0.95,0.4272565890581736
s9_heterogeneous,30,fixed_beta_1.00,1.0,0.4312207835280957
s9_heterogeneous,30,amgtp_adaptive,,0.43104091640931474
s9_heterogeneous,30,m5b_smooth0.001,,0.4466025494443866
s9_heterogeneous,30,m5b_smooth0.1,,0.4387593577422041
s9_heterogeneous,30,ensemble3,,0.437184843231609
