regime,seed,config,beta,ll
s3c_recurring_p11,0,fixed_beta_0.00,0.0,0.42424849114155355
s3c_recurring_p11,0,fixed_beta_0.05,0.05,0.4248251012487501
s3c_recurring_p11,0,fixed_beta_0.10,0.1,0.4255505789751783
s3c_recurring_p11,0,fixed_beta_0.15,0.15,0.4254370307891812
s3c_recurring_p11,0,fixed_beta_0.20,0.2,0.42314954717086767
s3c_recurring_p11,0,fixed_beta_0.25,0.25,0.4247377188102689
s3c_recurring_p11,0,fixed_beta_0.30,0.3,0.42280978136872
s3c_recurring_p11,0,fixed_beta_0.35,0.35,0.4224063714707136
s3c_recurring_p11,0,fixed_beta_0.40,0.4,0.42240699478632276
s3c_recurring_p11,0,fixed_beta_0.45,0.45,0.42250725780693055
s3c_recurring_p11,0,fixed_beta_0.50,0.5,0.42521212434916744
s3c_recurring_p11,0,fixed_beta_0.55,0.55,0.42233279717084354
s3c_recurring_p11,0,fixed_beta_0.60,0.6,0.421935294544526
s3c_recurring_p11,0,fixed_beta_0.65,0.65,0.42138850844703113
s3c_recurring_p11,0,fixed_beta_0.70,0.7,0.41977765448845833
s3c_recurring_p11,0,fixed_beta_0.75,0.75,0.42003456462395633
s3c_recurring_p11,0,fixed_beta_0.80,0.8,0.418839865500295
s3c_recurring_p11,0,fixed_beta_0.85,0.85,0.4196342403629141
s3c_recurring_p11,0,fixed_beta_0.90,0.9,0.4211291777011403
s3c_recurring_p11,0,fixed_beta_0.95,0.95,0.42430596799675047
s3c_recurring_p11,0,fixed_beta_1.00,1.0,0.43191049204062515
s3c_recurring_p11,0,amgtp_adaptive,,0.42097453214611197
s3c_recurring_p11,0,m5b_smooth0.001,,0.42370353215999834
s3c_recurring_p11,0,m5b_smooth0.1,,0.4173115057008527
s3c_recurring_p11,0,ensemble3,,0.41909814035094944
