regime,seed,config,beta,ll
s3_recurring,4,fixed_beta_0.00,0.0,0.44005147393985833
s3_recurring,4,fixed_beta_0.05,0.05,0.44085518621953007
s3_recurring,4,fixed_beta_0.10,0.1,0.4410742928221546
s3_recurring,4,fixed_beta_0.15,0.15,0.4382252747888427
s3_recurring,4,fixed_beta_0.20,0.2,0.44045718577183773
s3_recurring,4,fixed_beta_0.25,0.25,0.4453461560097805
s3_recurring,4,fixed_beta_0.30,0.3,0.4462358418871465
s3_recurring,4,fixed_beta_0.35,0.35,0.447319418067913
s3_recurring,4,fixed_beta_0.40,0.4,0.4505526805983683
s3_recurring,4,fixed_beta_0.45,0.45,0.44425770493390615
s3_recurring,4,fixed_beta_0.50,0.5,0.44693477197471415
s3_recurring,4,fixed_beta_0.55,0.55,0.44120431158298923
s3_recurring,4,fixed_beta_0.60,0.6,0.4369977396970458
s3_recurring,4,fixed_beta_0.65,0.65,0.43801764534492993
s3_recurring,4,fixed_beta_0.70,0.7,0.43498611488784705
s3_recurring,4,fixed_beta_0.75,0.75,0.43511708100925406
s3_recurring,4,fixed_beta_0.80,0.8,0.43601713001013215
s3_recurring,4,fixed_beta_0.85,0.85,0.43494549712173824
s3_recurring,4,fixed_beta_0.90,0.9,0.43554782144257154
s3_recurring,4,fixed_beta_0.95,0.95,0.43774182835104464
s3_recurring,4,fixed_beta_1.00,1.0,0.4429707362814936
s3_recurring,4,amgtp_adaptive,,0.4330724424849716
s3_recurring,4,m5b_smooth0.001,,0.43873627218389355
s3_recurring,4,m5b_smooth0.1,,0.42953123614289646
s3_recurring,4,ensemble3,,0.4329438066642252
