regime,seed,config,beta,ll
s2_gradual,0,fixed_beta_0.00,0.0,0.3554870323491413
s2_gradual,0,fixed_beta_0.05,0.05,0.3555553476352512
s2_gradual,0,fixed_beta_0.10,0.1,0.35562967598244605
s2_gradual,0,fixed_beta_0.15,0.15,0.3557115243329594
s2_gradual,0,fixed_beta_0.20,0.2,0.3558029975576511
s2_gradual,0,fixed_beta_0.25,0.25,0.355906707653492
s2_gradual,0,fixed_beta_0.30,0.3,0.35602563569955736
s2_gradual,0,fixed_beta_0.35,0.35,0.3561636186030484
s2_gradual,0,fixed_beta_0.40,0.4,0.35632551161088044
s2_gradual,0,fixed_beta_0.45,0.45,0.3565180652732532
s2_gradual,0,fixed_beta_0.50,0.5,0.3567514044583228
s2_gradual,0,fixed_beta_0.55,0.55,0.3570408516186711
s2_gradual,0,fixed_beta_0.60,0.6,0.35740883298804194
s2_gradual,0,fixed_beta_0.65,0.65,0.357889359118018
s2_gradual,0,fixed_beta_0.70,0.7,0.35854200510511514
s2_gradual,0,fixed_beta_0.75,0.75,0.3594811243342014
s2_gradual,0,fixed_beta_0.80,0.8,0.36092696354954007
s2_gradual,0,fixed_beta_0.85,0.85,0.36331913405284355
s2_gradual,0,fixed_beta_0.90,0.9,0.3674829083220022
s2_gradual,0,fixed_beta_0.95,0.95,0.3744718549356629
s2_gradual,0,fixed_beta_1.00,1.0,0.38305817673422676
s2_gradual,0,amgtp_adaptive,,0.3565561424473492
s2_gradual,0,m5b_smooth0.001,,0.3554477282476547
s2_gradual,0,m5b_smooth0.1,,0.3565250778729805
s2_gradual,0,ensemble3,,0.35635733836416594
