regime,seed,config,beta,ll
s3d_recurring_p17,4,fixed_beta_0.00,0.0,0.4375000550364929
s3d_recurring_p17,4,fixed_beta_0.05,0.05,0.4520809424205401
s3d_recurring_p17,4,fixed_beta_0.10,0.1,0.4339217825464896
s3d_recurring_p17,4,fixed_beta_0.15,0.15,0.45899136947138947
s3d_recurring_p17,4,fixed_beta_0.20,0.2,0.4545055215445191
s3d_recurring_p17,4,fixed_beta_0.25,0.25,0.4556486927976404
s3d_recurring_p17,4,fixed_beta_0.30,0.3,0.44861157502804283
s3d_recurring_p17,4,fixed_beta_0.35,0.35,0.45664041930417165
s3d_recurring_p17,4,fixed_beta_0.40,0.4,0.44616337117903326
s3d_recurring_p17,4,fixed_beta_0.45,0.45,0.4430558735014105
s3d_recurring_p17,4,fixed_beta_0.50,0.5,0.4457537896450573
s3d_recurring_p17,4,fixed_beta_0.55,0.55,0.4363389170627964
s3d_recurring_p17,4,fixed_beta_0.60,0.6,0.43600561903077256
s3d_recurring_p17,4,fixed_beta_0.65,0.65,0.43762947116895473
s3d_recurring_p17,4,fixed_beta_0.70,0.7,0.42727789279088135
s3d_recurring_p17,4,fixed_beta_0.75,0.75,0.43891474629365457
s3d_recurring_p17,4,fixed_beta_0.80,0.8,0.4287502294167512
s3d_recurring_p17,4,fixed_beta_0.85,0.85,0.42930559192021706
s3d_recurring_p17,4,fixed_beta_0.90,0.9,0.4305962162503817
s3d_recurring_p17,4,fixed_beta_0.95,0.95,0.43563581213996017
s3d_recurring_p17,4,fixed_beta_1.00,1.0,0.43796017042177326
s3d_recurring_p17,4,amgtp_adaptive,,0.4290545529438622
s3d_recurring_p17,4,m5b_smooth0.001,,0.4386736864773786
s3d_recurring_p17,4,m5b_smooth0.1,,0.42230047044435176
s3d_recurring_p17,4,ensemble3,,0.42590774989322805
