regime,seed,config,beta,ll
s5_opposing_local,4,fixed_beta_0.00,0.0,0.4904403529547389
s5_opposing_local,4,fixed_beta_0.05,0.05,0.49043812581230417
s5_opposing_local,4,fixed_beta_0.10,0.1,0.49055556407751116
s5_opposing_local,4,fixed_beta_0.15,0.15,0.49125955553925504
s5_opposing_local,4,fixed_beta_0.20,0.2,0.4946753139416231
s5_opposing_local,4,fixed_beta_0.25,0.25,0.4964407473132397
s5_opposing_local,4,fixed_beta_0.30,0.3,0.4957237305783991
s5_opposing_local,4,fixed_beta_0.35,0.35,0.49600913634949134
s5_opposing_local,4,fixed_beta_0.40,0.4,0.4955382458436558
s5_opposing_local,4,fixed_beta_0.45,0.45,0.49716963862437336
s5_opposing_local,4,fixed_beta_0.50,0.5,0.4971608199573871
s5_opposing_local,4,fixed_beta_0.55,0.55,0.49679375345682414
s5_opposing_local,4,fixed_beta_0.60,0.6,0.49625654132925134
s5_opposing_local,4,fixed_beta_0.65,0.65,0.49659297775026573
s5_opposing_local,4,fixed_beta_0.70,0.7,0.49680796121581655
s5_opposing_local,4,fixed_beta_0.75,0.75,0.49711677662532566
s5_opposing_local,4,fixed_beta_0.80,0.8,0.4975385211849218
s5_opposing_local,4,fixed_beta_0.85,0.85,0.4989105333925737
s5_opposing_local,4,fixed_beta_0.90,0.9,0.5019674031305628
s5_opposing_local,4,fixed_beta_0.95,0.95,0.5067400766282849
s5_opposing_local,4,fixed_beta_1.00,1.0,0.5144386038302301
s5_opposing_local,4,amgtp_adaptive,,0.49436109447962623
s5_opposing_local,4,m5b_smooth0.001,,0.49005657563297295
s5_opposing_local,4,m5b_smooth0.1,,0.4949166916336169
s5_opposing_local,4,ensemble3,,0.4908896352582726
