regime,seed,config,beta,ll
s3b_recurring_p9,24,fixed_beta_0.00,0.0,0.43607029010660037
s3b_recurring_p9,24,fixed_beta_0.05,0.05,0.43608298955332553
s3b_recurring_p9,24,fixed_beta_0.10,0.1,0.4358192247625136
s3b_recurring_p9,24,fixed_beta_0.15,0.15,0.4361473004786225
s3b_recurring_p9,24,fixed_beta_0.20,0.2,0.43619079265678046
s3b_recurring_p9,24,fixed_beta_0.25,0.25,0.43581762119454714
s3b_recurring_p9,24,fixed_beta_0.30,0.3,0.4355920014265825
s3b_recurring_p9,24,fixed_beta_0.35,0.35,0.435687008190752
s3b_recurring_p9,24,fixed_beta_0.40,0.4,0.434867011307153
s3b_recurring_p9,24,fixed_beta_0.45,0.45,0.43587704546545825
s3b_recurring_p9,24,fixed_beta_0.50,0.5,0.4362515597521996
s3b_recurring_p9,24,fixed_beta_0.55,0.55,0.43564742821309305
s3b_recurring_p9,24,fixed_beta_0.60,0.6,0.4352740117336251
s3b_recurring_p9,24,fixed_beta_0.65,0.65,0.4353726397145329
s3b_recurring_p9,24,fixed_beta_0.70,0.7,0.43568618299279727
s3b_recurring_p9,24,fixed_beta_0.75,0.75,0.435973297050151
s3b_recurring_p9,24,fixed_beta_0.80,0.8,0.437006840541022
s3b_recurring_p9,24,fixed_beta_0.85,0.85,0.4384456259854408
s3b_recurring_p9,24,fixed_beta_0.90,0.9,0.4408726454674692
s3b_recurring_p9,24,fixed_beta_0.95,0.95,0.446985168235756
s3b_recurring_p9,24,fixed_beta_1.00,1.0,0.45857029618910883
s3b_recurring_p9,24,amgtp_adaptive,,0.4356199880852238
s3b_recurring_p9,24,m5b_smooth0.001,,0.4365327922750768
s3b_recurring_p9,24,m5b_smooth0.1,,0.43320141105656235
s3b_recurring_p9,24,ensemble3,,0.43393715391864424
