regime,seed,config,beta,ll
s3_recurring,21,fixed_beta_0.00,0.0,0.4412729507457263
s3_recurring,21,fixed_beta_0.05,0.05,0.43537020459897113
s3_recurring,21,fixed_beta_0.10,0.1,0.44117898888467655
s3_recurring,21,fixed_beta_0.15,0.15,0.43759828073698953
s3_recurring,21,fixed_beta_0.20,0.2,0.4433982414897497
s3_recurring,21,fixed_beta_0.25,0.25,0.43553949633658023
s3_recurring,21,fixed_beta_0.30,0.3,0.438821150933461
s3_recurring,21,fixed_beta_0.35,0.35,0.4380697227385295
s3_recurring,21,fixed_beta_0.40,0.4,0.4416404356068958
s3_recurring,21,fixed_beta_0.45,0.45,0.43450757938402434
s3_recurring,21,fixed_beta_0.50,0.5,0.43981528794726915
s3_recurring,21,fixed_beta_0.55,0.55,0.4387276070667387
s3_recurring,21,fixed_beta_0.60,0.6,0.4354952045272295
s3_recurring,21,fixed_beta_0.65,0.65,0.43394404526475105
s3_recurring,21,fixed_beta_0.70,0.7,0.4323131947569789
s3_recurring,21,fixed_beta_0.75,0.75,0.42988666604043724
s3_recurring,21,fixed_beta_0.80,0.8,0.4304382792581704
s3_recurring,21,fixed_beta_0.85,0.85,0.43099502475962065
s3_recurring,21,fixed_beta_0.90,0.9,0.4318832876191366
s3_recurring,21,fixed_beta_0.95,0.95,0.43433273098583025
s3_recurring,21,fixed_beta_1.00,1.0,0.43941936098879
s3_recurring,21,amgtp_adaptive,,0.4295357974695026
s3_recurring,21,m5b_smooth0.001,,0.4354937670164974
s3_recurring,21,m5b_smooth0.1,,0.4264744874337781
s3_recurring,21,ensemble3,,0.4305685313001876
