regime,seed,config,beta,ll
s1_abrupt,27,fixed_beta_0.00,0.0,0.33938913202897136
s1_abrupt,27,fixed_beta_0.05,0.05,0.339445459348375
s1_abrupt,27,fixed_beta_0.10,0.1,0.33952200920275527
s1_abrupt,27,fixed_beta_0.15,0.15,0.3396137906460399
s1_abrupt,27,fixed_beta_0.20,0.2,0.3397200318172555
s1_abrupt,27,fixed_beta_0.25,0.25,0.33983370166747656
s1_abrupt,27,fixed_beta_0.30,0.3,0.3398916449275213
s1_abrupt,27,fixed_beta_0.35,0.35,0.34071953539901506
s1_abrupt,27,fixed_beta_0.40,0.4,0.3411049651872369
s1_abrupt,27,fixed_beta_0.45,0.45,0.3414816369908158
s1_abrupt,27,fixed_beta_0.50,0.5,0.34141913250661415
s1_abrupt,27,fixed_beta_0.55,0.55,0.34187144695619404
s1_abrupt,27,fixed_beta_0.60,0.6,0.34257208479648393
s1_abrupt,27,fixed_beta_0.65,0.65,0.34363525965691494
s1_abrupt,27,fixed_beta_0.70,0.7,0.3451934979723312
s1_abrupt,27,fixed_beta_0.75,0.75,0.34736803230922075
s1_abrupt,27,fixed_beta_0.80,0.8,0.3505892031793872
s1_abrupt,27,fixed_beta_0.85,0.85,0.3552771801002411
s1_abrupt,27,fixed_beta_0.90,0.9,0.36215002560682735
s1_abrupt,27,fixed_beta_0.95,0.95,0.3715604312954593
s1_abrupt,27,fixed_beta_1.00,1.0,0.38308885351515165
s1_abrupt,27,amgtp_adaptive,,0.33991690544517605
s1_abrupt,27,m5b_smooth0.001,,0.33937330845249686
s1_abrupt,27,m5b_smooth0.1,,0.34276523957164184
s1_abrupt,27,ensemble3,,0.34023011667979003
