regime,seed,config,beta,ll
s7_opposing_recurring,27,fixed_beta_0.00,0.0,0.4508812563933593
s7_opposing_recurring,27,fixed_beta_0.05,0.05,0.4507570826388833
s7_opposing_recurring,27,fixed_beta_0.10,0.1,0.45091637445822225
s7_opposing_recurring,27,fixed_beta_0.15,0.15,0.4505822053684976
s7_opposing_recurring,27,fixed_beta_0.20,0.2,0.4503379956348991
s7_opposing_recurring,27,fixed_beta_0.25,0.25,0.451359008690422
s7_opposing_recurring,27,fixed_beta_0.30,0.3,0.4529996526551574
s7_opposing_recurring,27,fixed_beta_0.35,0.35,0.4527729950529979
s7_opposing_recurring,27,fixed_beta_0.40,0.4,0.45097620507718317
s7_opposing_recurring,27,fixed_beta_0.45,0.45,0.45003462431476293
s7_opposing_recurring,27,fixed_beta_0.50,0.5,0.4498763167635198
s7_opposing_recurring,27,fixed_beta_0.55,0.55,0.4499144178126631
s7_opposing_recurring,27,fixed_beta_0.60,0.6,0.4506528926089228
s7_opposing_recurring,27,fixed_beta_0.65,0.65,0.4503834601495551
s7_opposing_recurring,27,fixed_beta_0.70,0.7,0.45102852017363143
s7_opposing_recurring,27,fixed_beta_0.75,0.75,0.45236936575661657
s7_opposing_recurring,27,fixed_beta_0.80,0.8,0.4534875027480027
s7_opposing_recurring,27,fixed_beta_0.85,0.85,0.4533996179313409
s7_opposing_recurring,27,fixed_beta_0.90,0.9,0.45396807459015565
s7_opposing_recurring,27,fixed_beta_0.95,0.95,0.4575788567053122
s7_opposing_recurring,27,fixed_beta_1.00,1.0,0.46552023511142415
s7_opposing_recurring,27,amgtp_adaptive,,0.45072118218260554
s7_opposing_recurring,27,m5b_smooth0.001,,0.4502041478257117
s7_opposing_recurring,27,m5b_smooth0.1,,0.4465101492920198
s7_opposing_recurring,27,ensemble3,,0.4472330037756053
