regime,seed,config,beta,ll
s4_local,21,fixed_beta_0.00,0.0,0.4566918649288019
s4_local,21,fixed_beta_0.05,0.05,0.4582036158126854
s4_local,21,fixed_beta_0.10,0.1,0.45971975363146755
s4_local,21,fixed_beta_0.15,0.15,0.4612809833224525
s4_local,21,fixed_beta_0.20,0.2,0.462862901988993
s4_local,21,fixed_beta_0.25,0.25,0.46444062198343344
s4_local,21,fixed_beta_0.30,0.3,0.46601110283785274
s4_local,21,fixed_beta_0.35,0.35,0.4675964748462059
s4_local,21,fixed_beta_0.40,0.4,0.4691589448936842
s4_local,21,fixed_beta_0.45,0.45,0.4707778628481888
s4_local,21,fixed_beta_0.50,0.5,0.4724678642693222
s4_local,21,fixed_beta_0.55,0.55,0.4738558982724774
s4_local,21,fixed_beta_0.60,0.6,0.4752838967719835
s4_local,21,fixed_beta_0.65,0.65,0.4768517877441457
s4_local,21,fixed_beta_0.70,0.7,0.47831987333704934
s4_local,21,fixed_beta_0.75,0.75,0.4798774890630783
s4_local,21,fixed_beta_0.80,0.8,0.4813838787516941
s4_local,21,fixed_beta_0.85,0.85,0.48306454553012745
s4_local,21,fixed_beta_0.90,0.9,0.48529390189341415
s4_local,21,fixed_beta_0.95,0.95,0.4894911116432628
s4_local,21,fixed_beta_1.00,1.0,0.5005719048421736
s4_local,21,amgtp_adaptive,,0.4590419816009425
s4_local,21,m5b_smooth0.001,,0.4565902063548597
s4_local,21,m5b_smooth0.1,,0.46264028956372566
s4_local,21,ensemble3,,0.45763106738814713
