regime,seed,config,beta,ll
s6_mixed,22,fixed_beta_0.00,0.0,0.3695024140432082
s6_mixed,22,fixed_beta_0.05,0.05,0.3695254023129896
s6_mixed,22,fixed_beta_0.10,0.1,0.36966562026068345
s6_mixed,22,fixed_beta_0.15,0.15,0.3697793866729879
s6_mixed,22,fixed_beta_0.20,0.2,0.36999444270798865
s6_mixed,22,fixed_beta_0.25,0.25,0.3703568102223522
s6_mixed,22,fixed_beta_0.30,0.3,0.3710408562012583
s6_mixed,22,fixed_beta_0.35,0.35,0.37185134145166293
s6_mixed,22,fixed_beta_0.40,0.4,0.3728698078174701
s6_mixed,22,fixed_beta_0.45,0.45,0.3736930958166903
s6_mixed,22,fixed_beta_0.50,0.5,0.375901133246042
s6_mixed,22,fixed_beta_0.55,0.55,0.37682449164073595
s6_mixed,22,fixed_beta_0.60,0.6,0.37781703041201453
s6_mixed,22,fixed_beta_0.65,0.65,0.3787143885841393
s6_mixed,22,fixed_beta_0.70,0.7,0.3797793838833992
s6_mixed,22,fixed_beta_0.75,0.75,0.3800213770965435
s6_mixed,22,fixed_beta_0.80,0.8,0.38159808846814197
s6_mixed,22,fixed_beta_0.85,0.85,0.38414005063889933
s6_mixed,22,fixed_beta_0.90,0.9,0.38814017536874945
s6_mixed,22,fixed_beta_0.95,0.95,0.39617181572819343
s6_mixed,22,fixed_beta_1.00,1.0,0.4100084072651401
s6_mixed,22,amgtp_adaptive,,0.37122666483388095
s6_mixed,22,m5b_smooth0.001,,0.3696147007693114
s6_mixed,22,m5b_smooth0.1,,0.38318155964507855
s6_mixed,22,ensemble3,,0.3704807484833952
