regime,seed,config,beta,ll
s2_gradual,3,fixed_beta_0.00,0.0,0.35865303001583426
s2_gradual,3,fixed_beta_0.05,0.05,0.3587156908437245
s2_gradual,3,fixed_beta_0.10,0.1,0.35878531537990976
s2_gradual,3,fixed_beta_0.15,0.15,0.3588632239663517
s2_gradual,3,fixed_beta_0.20,0.2,0.35895104619272805
s2_gradual,3,fixed_beta_0.25,0.25,0.35905080546904605
s2_gradual,3,fixed_beta_0.30,0.3,0.3591651773046857
s2_gradual,3,fixed_beta_0.35,0.35,0.35929793017531864
s2_gradual,3,fixed_beta_0.40,0.4,0.3594544599863321
s2_gradual,3,fixed_beta_0.45,0.45,0.35964226725807397
s2_gradual,3,fixed_beta_0.50,0.5,0.3598718023556358
s2_gradual,3,fixed_beta_0.55,0.55,0.3601584998836612
s2_gradual,3,fixed_beta_0.60,0.6,0.36052433182759586
s2_gradual,3,fixed_beta_0.65,0.65,0.3610028645580064
s2_gradual,3,fixed_beta_0.70,0.7,0.36165176799054605
s2_gradual,3,fixed_beta_0.75,0.75,0.36257346177686184
s2_gradual,3,fixed_beta_0.80,0.8,0.3639742656584427
s2_gradual,3,fixed_beta_0.85,0.85,0.3663155209204229
s2_gradual,3,fixed_beta_0.90,0.9,0.3704794951175322
s2_gradual,3,fixed_beta_0.95,0.95,0.3777340790666049
s2_gradual,3,fixed_beta_1.00,1.0,0.386929212029987
s2_gradual,3,amgtp_adaptive,,0.3596885947370594
s2_gradual,3,m5b_smooth0.001,,0.3585890002059886
s2_gradual,3,m5b_smooth0.1,,0.3627560965401891
s2_gradual,3,ensemble3,,0.3596612216131975
