regime,seed,config,beta,ll
s6_mixed,4,fixed_beta_0.00,0.0,0.3535935244920978
s6_mixed,4,fixed_beta_0.05,0.05,0.3536660615025482
s6_mixed,4,fixed_beta_0.10,0.1,0.3537459698442081
s6_mixed,4,fixed_beta_0.15,0.15,0.3538346792614409
s6_mixed,4,fixed_beta_0.20,0.2,0.3539328042969889
s6_mixed,4,fixed_beta_0.25,0.25,0.35404242113890455
s6_mixed,4,fixed_beta_0.30,0.3,0.35416608268818556
s6_mixed,4,fixed_beta_0.35,0.35,0.3543068040137847
s6_mixed,4,fixed_beta_0.40,0.4,0.35446881695735133
s6_mixed,4,fixed_beta_0.45,0.45,0.3546562550196737
s6_mixed,4,fixed_beta_0.50,0.5,0.3548793870603909
s6_mixed,4,fixed_beta_0.55,0.55,0.3551611708605285
s6_mixed,4,fixed_beta_0.60,0.6,0.355494176859675
s6_mixed,4,fixed_beta_0.65,0.65,0.3559078000495804
s6_mixed,4,fixed_beta_0.70,0.7,0.3564559813536416
s6_mixed,4,fixed_beta_0.75,0.75,0.3572331995299505
s6_mixed,4,fixed_beta_0.80,0.8,0.3584298732836567
s6_mixed,4,fixed_beta_0.85,0.85,0.360410508771336
s6_mixed,4,fixed_beta_0.90,0.9,0.364075937847184
s6_mixed,4,fixed_beta_0.95,0.95,0.37166105848140285
s6_mixed,4,fixed_beta_1.00,1.0,0.3830704801724438
s6_mixed,4,amgtp_adaptive,,0.35469924359705624
s6_mixed,4,m5b_smooth0.001,,0.3535761801579338
s6_mixed,4,m5b_smooth0.1,,0.3620829086718539
s6_mixed,4,ensemble3,,0.35459478236646363
