regime,seed,config,beta,ll
s4_local,29,fixed_beta_0.00,0.0,0.44630868994788364
s4_local,29,fixed_beta_0.05,0.05,0.4478449716978895
s4_local,29,fixed_beta_0.10,0.1,0.4493857387723384
s4_local,29,fixed_beta_0.15,0.15,0.4509320714695329
s4_local,29,fixed_beta_0.20,0.2,0.4524483186809956
s4_local,29,fixed_beta_0.25,0.25,0.4540569923585636
s4_local,29,fixed_beta_0.30,0.3,0.45566963469823346
s4_local,29,fixed_beta_0.35,0.35,0.4572018619002016
s4_local,29,fixed_beta_0.40,0.4,0.4587607860318369
s4_local,29,fixed_beta_0.45,0.45,0.46033844671385604
s4_local,29,fixed_beta_0.50,0.5,0.46180573346812076
s4_local,29,fixed_beta_0.55,0.55,0.4632777817349606
s4_local,29,fixed_beta_0.60,0.6,0.4648678733902084
s4_local,29,fixed_beta_0.65,0.65,0.4662690635526437
s4_local,29,fixed_beta_0.70,0.7,0.46768901983940947
s4_local,29,fixed_beta_0.75,0.75,0.4691799425182824
s4_local,29,fixed_beta_0.80,0.8,0.47073179243518404
s4_local,29,fixed_beta_0.85,0.85,0.4723846831309756
s4_local,29,fixed_beta_0.90,0.9,0.4746364343793341
s4_local,29,fixed_beta_0.95,0.95,0.4789684344458247
s4_local,29,fixed_beta_1.00,1.0,0.4899763090055004
s4_local,29,amgtp_adaptive,,0.448674395545946
s4_local,29,m5b_smooth0.001,,0.446275898846656
s4_local,29,m5b_smooth0.1,,0.45348804673474147
s4_local,29,ensemble3,,0.447318394879486
