regime,seed,config,beta,ll
s3b_recurring_p9,26,fixed_beta_0.00,0.0,0.43722641479371005
s3b_recurring_p9,26,fixed_beta_0.05,0.05,0.43685029783670576
s3b_recurring_p9,26,fixed_beta_0.10,0.1,0.43720393349199954
s3b_recurring_p9,26,fixed_beta_0.15,0.15,0.43657097324570654
s3b_recurring_p9,26,fixed_beta_0.20,0.2,0.43718542701925056
s3b_recurring_p9,26,fixed_beta_0.25,0.25,0.4370434434504986
s3b_recurring_p9,26,fixed_beta_0.30,0.3,0.43644071653492644
s3b_recurring_p9,26,fixed_beta_0.35,0.35,0.4359607730326519
s3b_recurring_p9,26,fixed_beta_0.40,0.4,0.43684249835327305
s3b_recurring_p9,26,fixed_beta_0.45,0.45,0.4363048983935637
s3b_recurring_p9,26,fixed_beta_0.50,0.5,0.43680399331611386
s3b_recurring_p9,26,fixed_beta_0.55,0.55,0.43652835609112733
s3b_recurring_p9,26,fixed_beta_0.60,0.6,0.43647948234309303
s3b_recurring_p9,26,fixed_beta_0.65,0.65,0.4364979687477921
s3b_recurring_p9,26,fixed_beta_0.70,0.7,0.43663948716947587
s3b_recurring_p9,26,fixed_beta_0.75,0.75,0.43718601056826784
s3b_recurring_p9,26,fixed_beta_0.80,0.8,0.4380597668027609
s3b_recurring_p9,26,fixed_beta_0.85,0.85,0.4395066369123279
s3b_recurring_p9,26,fixed_beta_0.90,0.9,0.4414693666032632
s3b_recurring_p9,26,fixed_beta_0.95,0.95,0.4479119404108362
s3b_recurring_p9,26,fixed_beta_1.00,1.0,0.45909061034228577
s3b_recurring_p9,26,amgtp_adaptive,,0.43695526114288824
s3b_recurring_p9,26,m5b_smooth0.001,,0.4371710068616666
s3b_recurring_p9,26,m5b_smooth0.1,,0.4339755099129993
s3b_recurring_p9,26,ensemble3,,0.4347517236206127
