regime,seed,config,beta,ll
s5_opposing_local,20,fixed_beta_0.00,0.0,0.48476353556160995
s5_opposing_local,20,fixed_beta_0.05,0.05,0.48488795905413135
s5_opposing_local,20,fixed_beta_0.10,0.1,0.48507332399797265
s5_opposing_local,20,fixed_beta_0.15,0.15,0.4852150064409284
s5_opposing_local,20,fixed_beta_0.20,0.2,0.4853809149250687
s5_opposing_local,20,fixed_beta_0.25,0.25,0.486757374885355
s5_opposing_local,20,fixed_beta_0.30,0.3,0.48777769970430895
s5_opposing_local,20,fixed_beta_0.35,0.35,0.4893231175953825
s5_opposing_local,20,fixed_beta_0.40,0.4,0.488586133400484
s5_opposing_local,20,fixed_beta_0.45,0.45,0.48842263585751805
s5_opposing_local,20,fixed_beta_0.50,0.5,0.4890083136653401
s5_opposing_local,20,fixed_beta_0.55,0.55,0.48994667028800787
s5_opposing_local,20,fixed_beta_0.60,0.6,0.49133814759931665
s5_opposing_local,20,fixed_beta_0.65,0.65,0.4919324021477525
s5_opposing_local,20,fixed_beta_0.70,0.7,0.4922566571639057
s5_opposing_local,20,fixed_beta_0.75,0.75,0.49232759284065736
s5_opposing_local,20,fixed_beta_0.80,0.8,0.4927811283584775
s5_opposing_local,20,fixed_beta_0.85,0.85,0.4939388636932069
s5_opposing_local,20,fixed_beta_0.90,0.9,0.4961380423200252
s5_opposing_local,20,fixed_beta_0.95,0.95,0.5007480751524553
s5_opposing_local,20,fixed_beta_1.00,1.0,0.5090872637075563
s5_opposing_local,20,amgtp_adaptive,,0.4875473231098365
s5_opposing_local,20,m5b_smooth0.001,,0.4848270214730608
s5_opposing_local,20,m5b_smooth0.1,,0.4886085572445797
s5_opposing_local,20,ensemble3,,0.4866495423967546
