regime,seed,config,beta,ll
s3b_recurring_p9,22,fixed_beta_0.00,0.0,0.4377127582620397
s3b_recurring_p9,22,fixed_beta_0.05,0.05,0.43758719083160036
s3b_recurring_p9,22,fixed_beta_0.10,0.1,0.43689838985906465
s3b_recurring_p9,22,fixed_beta_0.15,0.15,0.43761495788090676
s3b_recurring_p9,22,fixed_beta_0.20,0.2,0.43726758436730623
s3b_recurring_p9,22,fixed_beta_0.25,0.25,0.4374004663660458
s3b_recurring_p9,22,fixed_beta_0.30,0.3,0.4368937262451424
s3b_recurring_p9,22,fixed_beta_0.35,0.35,0.4368382849307153
s3b_recurring_p9,22,fixed_beta_0.40,0.4,0.4362635913231799
s3b_recurring_p9,22,fixed_beta_0.45,0.45,0.43717953533076653
s3b_recurring_p9,22,fixed_beta_0.50,0.5,0.4369181944142001
s3b_recurring_p9,22,fixed_beta_0.55,0.55,0.43712054075766904
s3b_recurring_p9,22,fixed_beta_0.60,0.6,0.43713743670151756
s3b_recurring_p9,22,fixed_beta_0.65,0.65,0.4369302257409213
s3b_recurring_p9,22,fixed_beta_0.70,0.7,0.43720425272961944
s3b_recurring_p9,22,fixed_beta_0.75,0.75,0.43745370932342387
s3b_recurring_p9,22,fixed_beta_0.80,0.8,0.43844375996661106
s3b_recurring_p9,22,fixed_beta_0.85,0.85,0.4397100601850811
s3b_recurring_p9,22,fixed_beta_0.90,0.9,0.4423741916910527
s3b_recurring_p9,22,fixed_beta_0.95,0.95,0.4481735095271131
s3b_recurring_p9,22,fixed_beta_1.00,1.0,0.45943507214063434
s3b_recurring_p9,22,amgtp_adaptive,,0.437016675344641
s3b_recurring_p9,22,m5b_smooth0.001,,0.43704875845086383
s3b_recurring_p9,22,m5b_smooth0.1,,0.4351471806516172
s3b_recurring_p9,22,ensemble3,,0.43553653557343586
