regime,seed,config,beta,ll
s3d_recurring_p17,20,fixed_beta_0.00,0.0,0.41020682130168035
s3d_recurring_p17,20,fixed_beta_0.05,0.05,0.3964688468060185
s3d_recurring_p17,20,fixed_beta_0.10,0.1,0.3983956875630636
s3d_recurring_p17,20,fixed_beta_0.15,0.15,0.40516215769632274
s3d_recurring_p17,20,fixed_beta_0.20,0.2,0.4001308912931377
s3d_recurring_p17,20,fixed_beta_0.25,0.25,0.4098952753163286
s3d_recurring_p17,20,fixed_beta_0.30,0.3,0.4000774933428175
s3d_recurring_p17,20,fixed_beta_0.35,0.35,0.4087598061516437
s3d_recurring_p17,20,fixed_beta_0.40,0.4,0.3957005199802425
s3d_recurring_p17,20,fixed_beta_0.45,0.45,0.39778091420019646
s3d_recurring_p17,20,fixed_beta_0.50,0.5,0.39422975300290386
s3d_recurring_p17,20,fixed_beta_0.55,0.55,0.3997304365291251
s3d_recurring_p17,20,fixed_beta_0.60,0.6,0.3922014064839512
s3d_recurring_p17,20,fixed_beta_0.65,0.65,0.38946449685005197
s3d_recurring_p17,20,fixed_beta_0.70,0.7,0.3929361191795814
s3d_recurring_p17,20,fixed_beta_0.75,0.75,0.3906962359604995
s3d_recurring_p17,20,fixed_beta_0.80,0.8,0.3903403586051716
s3d_recurring_p17,20,fixed_beta_0.85,0.85,0.38886672626586977
s3d_recurring_p17,20,fixed_beta_0.90,0.9,0.3901245269284212
s3d_recurring_p17,20,fixed_beta_0.95,0.95,0.3934912391286554
s3d_recurring_p17,20,fixed_beta_1.00,1.0,0.39630283423680196
s3d_recurring_p17,20,amgtp_adaptive,,0.3881907780996335
s3d_recurring_p17,20,m5b_smooth0.001,,0.399014462886444
s3d_recurring_p17,20,m5b_smooth0.1,,0.3829939218579168
s3d_recurring_p17,20,ensemble3,,0.3871369000381341
