regime,seed,config,beta,ll
s3e_recurring_p21,4,fixed_beta_0.00,0.0,0.44136746122254505
s3e_recurring_p21,4,fixed_beta_0.05,0.05,0.45288724327425584
s3e_recurring_p21,4,fixed_beta_0.10,0.1,0.44293284520974846
s3e_recurring_p21,4,fixed_beta_0.15,0.15,0.4618052138122188
s3e_recurring_p21,4,fixed_beta_0.20,0.2,0.4604285547269069
s3e_recurring_p21,4,fixed_beta_0.25,0.25,0.44565579282711937
s3e_recurring_p21,4,fixed_beta_0.30,0.3,0.44438734187293666
s3e_recurring_p21,4,fixed_beta_0.35,0.35,0.44307800715337886
s3e_recurring_p21,4,fixed_beta_0.40,0.4,0.43459477628147886
s3e_recurring_p21,4,fixed_beta_0.45,0.45,0.4425828512140649
s3e_recurring_p21,4,fixed_beta_0.50,0.5,0.42899942007595016
s3e_recurring_p21,4,fixed_beta_0.55,0.55,0.426301016154127
s3e_recurring_p21,4,fixed_beta_0.60,0.6,0.4280601878815748
s3e_recurring_p21,4,fixed_beta_0.65,0.65,0.4275582279609261
s3e_recurring_p21,4,fixed_beta_0.70,0.7,0.4309337476577638
s3e_recurring_p21,4,fixed_beta_0.75,0.75,0.4254990655744024
s3e_recurring_p21,4,fixed_beta_0.80,0.8,0.42343599244719876
s3e_recurring_p21,4,fixed_beta_0.85,0.85,0.42523296418606366
s3e_recurring_p21,4,fixed_beta_0.90,0.9,0.43122009790720656
s3e_recurring_p21,4,fixed_beta_0.95,0.95,0.4277388541187817
s3e_recurring_p21,4,fixed_beta_1.00,1.0,0.4354720730945381
s3e_recurring_p21,4,amgtp_adaptive,,0.4251307207737298
s3e_recurring_p21,4,m5b_smooth0.001,,0.4645424484207123
s3e_recurring_p21,4,m5b_smooth0.1,,0.4207201810913655
s3e_recurring_p21,4,ensemble3,,0.4232224707893753
