regime,seed,config,beta,ll
s3c_recurring_p11,29,fixed_beta_0.00,0.0,0.424552154212683
s3c_recurring_p11,29,fixed_beta_0.05,0.05,0.4240088821263057
s3c_recurring_p11,29,fixed_beta_0.10,0.1,0.4239097897319735
s3c_recurring_p11,29,fixed_beta_0.15,0.15,0.42269502969962724
s3c_recurring_p11,29,fixed_beta_0.20,0.2,0.42330206209594906
s3c_recurring_p11,29,fixed_beta_0.25,0.25,0.42287455735755985
s3c_recurring_p11,29,fixed_beta_0.30,0.3,0.42226733700979585
s3c_recurring_p11,29,fixed_beta_0.35,0.35,0.42270401769123084
s3c_recurring_p11,29,fixed_beta_0.40,0.4,0.4217253302407453
s3c_recurring_p11,29,fixed_beta_0.45,0.45,0.4209572575115071
s3c_recurring_p11,29,fixed_beta_0.50,0.5,0.4236727582490455
s3c_recurring_p11,29,fixed_beta_0.55,0.55,0.4202690565240506
s3c_recurring_p11,29,fixed_beta_0.60,0.6,0.4227615526305635
s3c_recurring_p11,29,fixed_beta_0.65,0.65,0.42173802520503195
s3c_recurring_p11,29,fixed_beta_0.70,0.7,0.4195386528758616
s3c_recurring_p11,29,fixed_beta_0.75,0.75,0.4196171465807396
s3c_recurring_p11,29,fixed_beta_0.80,0.8,0.41895494345646755
s3c_recurring_p11,29,fixed_beta_0.85,0.85,0.4201614003251005
s3c_recurring_p11,29,fixed_beta_0.90,0.9,0.42082995701616766
s3c_recurring_p11,29,fixed_beta_0.95,0.95,0.4244134459710698
s3c_recurring_p11,29,fixed_beta_1.00,1.0,0.43237247954196606
s3c_recurring_p11,29,amgtp_adaptive,,0.419269724823993
s3c_recurring_p11,29,m5b_smooth0.001,,0.4246538069028635
s3c_recurring_p11,29,m5b_smooth0.1,,0.416197087413714
s3c_recurring_p11,29,ensemble3,,0.41773850160452364
