regime,seed,config,beta,ll
s3c_recurring_p11,20,fixed_beta_0.00,0.0,0.4032808730897943
s3c_recurring_p11,20,fixed_beta_0.05,0.05,0.4016722966562308
s3c_recurring_p11,20,fixed_beta_0.10,0.1,0.40127758696771815
s3c_recurring_p11,20,fixed_beta_0.15,0.15,0.4025556858882074
s3c_recurring_p11,20,fixed_beta_0.20,0.2,0.40026178881597924
s3c_recurring_p11,20,fixed_beta_0.25,0.25,0.4012820913648202
s3c_recurring_p11,20,fixed_beta_0.30,0.3,0.4012718792796564
s3c_recurring_p11,20,fixed_beta_0.35,0.35,0.4010021361191875
s3c_recurring_p11,20,fixed_beta_0.40,0.4,0.4009256487869825
s3c_recurring_p11,20,fixed_beta_0.45,0.45,0.399638520314083
s3c_recurring_p11,20,fixed_beta_0.50,0.5,0.4002533525237442
s3c_recurring_p11,20,fixed_beta_0.55,0.55,0.39944006223782214
s3c_recurring_p11,20,fixed_beta_0.60,0.6,0.3984337410206699
s3c_recurring_p11,20,fixed_beta_0.65,0.65,0.39843850317390045
s3c_recurring_p11,20,fixed_beta_0.70,0.7,0.3984667047295734
s3c_recurring_p11,20,fixed_beta_0.75,0.75,0.3978999016892225
s3c_recurring_p11,20,fixed_beta_0.80,0.8,0.39780418110127297
s3c_recurring_p11,20,fixed_beta_0.85,0.85,0.39843937326366674
s3c_recurring_p11,20,fixed_beta_0.90,0.9,0.3997240245711892
s3c_recurring_p11,20,fixed_beta_0.95,0.95,0.40275814167182905
s3c_recurring_p11,20,fixed_beta_1.00,1.0,0.41012383074556547
s3c_recurring_p11,20,amgtp_adaptive,,0.39769603860076613
s3c_recurring_p11,20,m5b_smooth0.001,,0.40284416638235254
s3c_recurring_p11,20,m5b_smooth0.1,,0.3960282602928698
s3c_recurring_p11,20,ensemble3,,0.3980331556333462
