regime,seed,config,beta,ll
s5_opposing_local,25,fixed_beta_0.00,0.0,0.5028244276203533
s5_opposing_local,25,fixed_beta_0.05,0.05,0.5029373243391368
s5_opposing_local,25,fixed_beta_0.10,0.1,0.502856235472736
s5_opposing_local,25,fixed_beta_0.15,0.15,0.5027367814806987
s5_opposing_local,25,fixed_beta_0.20,0.2,0.5025718655666424
s5_opposing_local,25,fixed_beta_0.25,0.25,0.5025295569291531
s5_opposing_local,25,fixed_beta_0.30,0.3,0.5025580411619412
s5_opposing_local,25,fixed_beta_0.35,0.35,0.504786069929119
s5_opposing_local,25,fixed_beta_0.40,0.4,0.5042545642652706
s5_opposing_local,25,fixed_beta_0.45,0.45,0.5037916748104998
s5_opposing_local,25,fixed_beta_0.50,0.5,0.5052232257095471
s5_opposing_local,25,fixed_beta_0.55,0.55,0.5048906365619646
s5_opposing_local,25,fixed_beta_0.60,0.6,0.5059623952723032
s5_opposing_local,25,fixed_beta_0.65,0.65,0.5060080253620123
s5_opposing_local,25,fixed_beta_0.70,0.7,0.5059490721625217
s5_opposing_local,25,fixed_beta_0.75,0.75,0.5059013904335983
s5_opposing_local,25,fixed_beta_0.80,0.8,0.5064856086865631
s5_opposing_local,25,fixed_beta_0.85,0.85,0.5079118408659249
s5_opposing_local,25,fixed_beta_0.90,0.9,0.5107665862859614
s5_opposing_local,25,fixed_beta_0.95,0.95,0.515868357262662
s5_opposing_local,25,fixed_beta_1.00,1.0,0.5238454383695793
s5_opposing_local,25,amgtp_adaptive,,0.5019293828037128
s5_opposing_local,25,m5b_smooth0.001,,0.5024645552796784
s5_opposing_local,25,m5b_smooth0.1,,0.5027379853471721
s5_opposing_local,25,ensemble3,,0.5028091278048521
