regime,seed,config,beta,ll
s3e_recurring_p21,22,fixed_beta_0.00,0.0,0.44307218194042486
s3e_recurring_p21,22,fixed_beta_0.05,0.05,0.43107747539454155
s3e_recurring_p21,22,fixed_beta_0.10,0.1,0.4346129066399804
s3e_recurring_p21,22,fixed_beta_0.15,0.15,0.4452983728618423
s3e_recurring_p21,22,fixed_beta_0.20,0.2,0.46464140791977343
s3e_recurring_p21,22,fixed_beta_0.25,0.25,0.4600995708552191
s3e_recurring_p21,22,fixed_beta_0.30,0.3,0.4477977256175081
s3e_recurring_p21,22,fixed_beta_0.35,0.35,0.45302870316786414
s3e_recurring_p21,22,fixed_beta_0.40,0.4,0.43947302799396326
s3e_recurring_p21,22,fixed_beta_0.45,0.45,0.4371228225606082
s3e_recurring_p21,22,fixed_beta_0.50,0.5,0.44355709749827
s3e_recurring_p21,22,fixed_beta_0.55,0.55,0.4305307302350351
s3e_recurring_p21,22,fixed_beta_0.60,0.6,0.42896327435133325
s3e_recurring_p21,22,fixed_beta_0.65,0.65,0.4306982147878255
s3e_recurring_p21,22,fixed_beta_0.70,0.7,0.4293049181967023
s3e_recurring_p21,22,fixed_beta_0.75,0.75,0.42956149759614465
s3e_recurring_p21,22,fixed_beta_0.80,0.8,0.4264768129701892
s3e_recurring_p21,22,fixed_beta_0.85,0.85,0.4272951268045009
s3e_recurring_p21,22,fixed_beta_0.90,0.9,0.4319791668933955
s3e_recurring_p21,22,fixed_beta_0.95,0.95,0.428977831773567
s3e_recurring_p21,22,fixed_beta_1.00,1.0,0.4372438011936729
s3e_recurring_p21,22,amgtp_adaptive,,0.42760802188203706
s3e_recurring_p21,22,m5b_smooth0.001,,0.44541285500256683
s3e_recurring_p21,22,m5b_smooth0.1,,0.4231713843111008
s3e_recurring_p21,22,ensemble3,,0.42661647154184246
