regime,seed,config,beta,ll
s8_irregular_recurring,25,fixed_beta_0.00,0.0,0.4903651152477097
s8_irregular_recurring,25,fixed_beta_0.05,0.05,0.5559966894409972
s8_irregular_recurring,25,fixed_beta_0.10,0.1,0.5121451524457187
s8_irregular_recurring,25,fixed_beta_0.15,0.15,0.5070355153957196
s8_irregular_recurring,25,fixed_beta_0.20,0.2,0.5271333092269018
s8_irregular_recurring,25,fixed_beta_0.25,0.25,0.4941532433880897
s8_irregular_recurring,25,fixed_beta_0.30,0.3,0.519546153156041
s8_irregular_recurring,25,fixed_beta_0.35,0.35,0.49691180954040853
s8_irregular_recurring,25,fixed_beta_0.40,0.4,0.5051415681013823
s8_irregular_recurring,25,fixed_beta_0.45,0.45,0.5122483787847264
s8_irregular_recurring,25,fixed_beta_0.50,0.5,0.483609071122836
s8_irregular_recurring,25,fixed_beta_0.55,0.55,0.4895112817048831
s8_irregular_recurring,25,fixed_beta_0.60,0.6,0.5014139592048537
s8_irregular_recurring,25,fixed_beta_0.65,0.65,0.4935647826969458
s8_irregular_recurring,25,fixed_beta_0.70,0.7,0.48229685036899084
s8_irregular_recurring,25,fixed_beta_0.75,0.75,0.4871275016850499
s8_irregular_recurring,25,fixed_beta_0.80,0.8,0.4665265190307823
s8_irregular_recurring,25,fixed_beta_0.85,0.85,0.4699557066642287
s8_irregular_recurring,25,fixed_beta_0.90,0.9,0.470635371483203
s8_irregular_recurring,25,fixed_beta_0.95,0.95,0.4726626906286898
s8_irregular_recurring,25,fixed_beta_1.00,1.0,0.4737536316150733
s8_irregular_recurring,25,amgtp_adaptive,,0.46948461009123366
s8_irregular_recurring,25,m5b_smooth0.001,,0.5340649040492771
s8_irregular_recurring,25,m5b_smooth0.1,,0.4936655285583304
s8_irregular_recurring,25,ensemble3,,0.503554233674111
