regime,seed,config,beta,ll
s3d_recurring_p17,27,fixed_beta_0.00,0.0,0.44994923147163834
s3d_recurring_p17,27,fixed_beta_0.05,0.05,0.4584485173504572
s3d_recurring_p17,27,fixed_beta_0.10,0.1,0.48011056073503594
s3d_recurring_p17,27,fixed_beta_0.15,0.15,0.46568877152894705
s3d_recurring_p17,27,fixed_beta_0.20,0.2,0.4490918502256908
s3d_recurring_p17,27,fixed_beta_0.25,0.25,0.452080081618031
s3d_recurring_p17,27,fixed_beta_0.30,0.3,0.459912252413397
s3d_recurring_p17,27,fixed_beta_0.35,0.35,0.45698513500682475
s3d_recurring_p17,27,fixed_beta_0.40,0.4,0.4575386057404605
s3d_recurring_p17,27,fixed_beta_0.45,0.45,0.44470473267668026
s3d_recurring_p17,27,fixed_beta_0.50,0.5,0.46119765516403366
s3d_recurring_p17,27,fixed_beta_0.55,0.55,0.44983207153097543
s3d_recurring_p17,27,fixed_beta_0.60,0.6,0.4485239155378305
s3d_recurring_p17,27,fixed_beta_0.65,0.65,0.4405935013294777
s3d_recurring_p17,27,fixed_beta_0.70,0.7,0.4391149432042439
s3d_recurring_p17,27,fixed_beta_0.75,0.75,0.43618812542344443
s3d_recurring_p17,27,fixed_beta_0.80,0.8,0.43575717070151376
s3d_recurring_p17,27,fixed_beta_0.85,0.85,0.43818656608753004
s3d_recurring_p17,27,fixed_beta_0.90,0.9,0.4409762797144261
s3d_recurring_p17,27,fixed_beta_0.95,0.95,0.4458858478086951
s3d_recurring_p17,27,fixed_beta_1.00,1.0,0.44796573485463476
s3d_recurring_p17,27,amgtp_adaptive,,0.43834419753607
s3d_recurring_p17,27,m5b_smooth0.001,,0.47000814850712147
s3d_recurring_p17,27,m5b_smooth0.1,,0.43157305009172797
s3d_recurring_p17,27,ensemble3,,0.43309809872396143
