regime,seed,config,beta,ll
s3_recurring,2,fixed_beta_0.00,0.0,0.42726962894297604
s3_recurring,2,fixed_beta_0.05,0.05,0.42934116221459373
s3_recurring,2,fixed_beta_0.10,0.1,0.4332778142965795
s3_recurring,2,fixed_beta_0.15,0.15,0.4314046241527654
s3_recurring,2,fixed_beta_0.20,0.2,0.4311116522601284
s3_recurring,2,fixed_beta_0.25,0.25,0.4277382697273901
s3_recurring,2,fixed_beta_0.30,0.3,0.43939079474840254
s3_recurring,2,fixed_beta_0.35,0.35,0.43438678786813767
s3_recurring,2,fixed_beta_0.40,0.4,0.42705815476821124
s3_recurring,2,fixed_beta_0.45,0.45,0.42665047138809936
s3_recurring,2,fixed_beta_0.50,0.5,0.426528408494604
s3_recurring,2,fixed_beta_0.55,0.55,0.43030338044212807
s3_recurring,2,fixed_beta_0.60,0.6,0.4283067629280627
s3_recurring,2,fixed_beta_0.65,0.65,0.4293568455561484
s3_recurring,2,fixed_beta_0.70,0.7,0.4253700320164027
s3_recurring,2,fixed_beta_0.75,0.75,0.42476926248653796
s3_recurring,2,fixed_beta_0.80,0.8,0.4251319398435489
s3_recurring,2,fixed_beta_0.85,0.85,0.42396832894442554
s3_recurring,2,fixed_beta_0.90,0.9,0.4229647102722659
s3_recurring,2,fixed_beta_0.95,0.95,0.4259806788183875
s3_recurring,2,fixed_beta_1.00,1.0,0.4308268981338351
s3_recurring,2,amgtp_adaptive,,0.4222545186899012
s3_recurring,2,m5b_smooth0.001,,0.42707041736306095
s3_recurring,2,m5b_smooth0.1,,0.4172447413678595
s3_recurring,2,ensemble3,,0.4187736409116698
