method,is_test,day,n,log_loss,brier,ece,clicks
expanding,False,5,767825,0.42700100418374715,0.13530744410067105,0.009006672768980945,140933
expanding,False,6,645206,0.4183172169977444,0.13248395558664605,0.0100844522509925,117187
expanding,True,7,1058317,0.37331453446701096,0.11479567935208539,0.015783357309913554,160376
expanding,True,8,765415,0.38544498106536496,0.11885928691069533,0.008999968581257392,119636
expanding,True,9,843689,0.40666985555456453,0.12645701899655978,0.011693610652539689,142405
rolling_3,False,5,767825,0.42637233042257766,0.13507392098943907,0.010199150985752971,140933
rolling_3,False,6,645206,0.4170194006337345,0.13195049488167004,0.01188894065387686,117187
rolling_3,True,7,1058317,0.3757298065091622,0.11525708734359244,0.02274728246148286,160376
rolling_3,True,8,765415,0.3857396053882112,0.11893957981842482,0.013272786563218402,119636
rolling_3,True,9,843689,0.40593950253910704,0.12634077651259315,0.010394775296061837,142405
rolling_7,False,5,767825,0.42700100418374715,0.13530744410067105,0.009006672768980945,140933
rolling_7,False,6,645206,0.4183172169977444,0.13248395558664605,0.0100844522509925,117187
rolling_7,True,7,1058317,0.37331453446701096,0.11479567935208539,0.015783357309913554,160376
rolling_7,True,8,765415,0.3854637422850232,0.11886564559147142,0.009007524298592832,119636
rolling_7,True,9,843689,0.4067269693233721,0.12642437405318646,0.012427801964688755,142405
equal_ensemble,False,5,767825,0.4265737176374208,0.13515720153160088,0.009703477137806022,140933
equal_ensemble,False,6,645206,0.4175982008115941,0.1322140479311345,0.01003059246809178,117187
equal_ensemble,True,7,1058317,0.373510762375442,0.11477422781035326,0.017613418912660557,160376
equal_ensemble,True,8,765415,0.3852188372758721,0.11879714756237071,0.009693757233505356,119636
equal_ensemble,True,9,843689,0.4060727962002344,0.12630412835286034,0.011034055284377713,142405
long_only,False,5,767825,0.4265737176374208,0.13515720153160088,0.009703477137806019,140933
long_only,False,6,645206,0.4170194006337345,0.13195049488167004,0.01188894065387686,117187
long_only,True,7,1058317,0.3757298065091622,0.11525708734359244,0.02274728246148286,160376
long_only,True,8,765415,0.38539042413039903,0.11884097753998103,0.008792772668638251,119636
long_only,True,9,843689,0.40666590485566634,0.12645564672089205,0.011687471441339005,142405
short_only,False,5,767825,0.42700176901067255,0.13530723446426884,0.009090813959988982,140933
short_only,False,6,645206,0.4182075523532202,0.1324529279213028,0.009557427699063344,117187
short_only,True,7,1058317,0.3728837884124443,0.11470008696065788,0.014198872616146118,160376
short_only,True,8,765415,0.38542330469881303,0.11886276222170725,0.008810992949254477,119636
short_only,True,9,843689,0.4064557780428621,0.1263940450397024,0.010617883635159425,142405
combined,False,5,767825,0.42656208144875624,0.13514921073715339,0.009644429191723976,140933
combined,False,6,645206,0.41689025293983756,0.1319140516452936,0.011213673790470936,117187
combined,True,7,1058317,0.37473823363941833,0.1150210830993655,0.016193176818655175,160376
combined,True,8,765415,0.3853403776747722,0.11883971235732073,0.00847313592398591,119636
combined,True,9,843689,0.40645226102248583,0.12639289845706392,0.01065250803731204,142405
time_of_day,False,5,767825,0.4265737176374208,0.13515720153160088,0.009703477137806017,140933
time_of_day,False,6,645206,0.41677629302883856,0.13184274503082768,0.012055999857240799,117187
time_of_day,True,7,1058317,0.37569739033264093,0.1152629953870756,0.02133828502987742,160376
time_of_day,True,8,765415,0.38543764282099535,0.11894497679751409,0.010548972660349015,119636
time_of_day,True,9,843689,0.40632522108601193,0.12638431130240538,0.008021810340062855,142405
oracle_intercept,False,5,767825,0.42654421860326563,0.13513612207949086,0.009830913867394847,140933
oracle_intercept,False,6,645206,0.41677309035019805,0.1319316087487724,0.01038562486953191,117187
oracle_intercept,True,7,1058317,0.3738276913173568,0.11493666597900302,0.014076030881684541,160376
oracle_intercept,True,8,765415,0.38528067587084813,0.11885310699227021,0.009095187331140613,119636
oracle_intercept,True,9,843689,0.40626515264631863,0.12637501502551576,0.008438497505831291,142405
online_platt,False,5,767825,0.42655164007688134,0.1351454204848263,0.009594744478614223,140933
online_platt,False,6,645206,0.4165707168787904,0.1318602832558004,0.009535691302802738,117187
online_platt,True,7,1058317,0.3735338332050726,0.11482286281938159,0.009403237705418037,160376
online_platt,True,8,765415,0.38514045686260845,0.1188223964284181,0.007636161884461805,119636
online_platt,True,9,843689,0.4061791261246518,0.1263340656602023,0.008441990263506985,142405
