method,day,n,log_loss,brier,ece,clicks
expanding,7,5287222,0.3738584077269643,0.11505778962355252,0.01178348413009052,804622
expanding,8,3832608,0.38562492262764647,0.11894205588673115,0.009615386237397754,600041
expanding,9,4218938,0.4065396934056987,0.12648168887254863,0.010883737018499538,714185
best_fixed,7,5287222,0.3759412394959281,0.11541204144496087,0.019110944611133482,804622
best_fixed,8,3832608,0.3853747104753548,0.11888187327217531,0.010443127896753373,600041
best_fixed,9,4218938,0.4068885642586056,0.12659050934793842,0.016635622600239815,714185
arw,7,5287222,0.3738584077269643,0.11505778962355252,0.01178348413009052,804622
arw,8,3832608,0.3854857697610601,0.11891766500958569,0.009166335666118096,600041
arw,9,4218938,0.4067057346792158,0.12652975274145972,0.011082703123478716,714185
adamoe,7,5287222,0.37394182531301656,0.11501157386413025,0.015632490561217287,804622
adamoe,8,3832608,0.38526583955877086,0.1188594389350856,0.00983021024110938,600041
adamoe,9,4218938,0.40635661216354946,0.12644939785773562,0.012479033529420524,714185
ops,7,5287222,0.37418367967710026,0.1151058024461182,0.009832040027305856,804622
ops,8,3832608,0.38526151579763857,0.11889556338828469,0.007239071539504038,600041
ops,9,4218938,0.4063019757990035,0.1264602340445825,0.008660308112240103,714185
dualtime,7,5287222,0.3744895837150657,0.11514379788168673,0.011382241006659768,804622
dualtime,8,3832608,0.38539161876968836,0.11891008834274783,0.008283203606400693,600041
dualtime,9,4218938,0.40640714638159586,0.12647023501257992,0.009645208390429696,714185
