day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,m5b_low_loss,m5b_high_loss,oracle_persistence
4,rolling_3,0.6066829145465509,3,0.6064882801704851,0.6064882801704851,low
5,expanding,0.5950539873705547,60,0.5951425803758718,0.5951278009597696,high
6,rolling_3,0.5985816234888405,3,0.5985302847962997,0.5985493851399485,low
7,rolling_3,0.6001215744065751,3,0.5999542886179297,0.5999892765499506,low
8,rolling_7,0.6003172436581465,7,0.6001264691217271,0.6001650528159255,low
9,rolling_3,0.6047027519138927,3,0.6045734362988371,0.6046528522608631,low
10,rolling_1,0.6154498975629887,1,0.6153187503567897,0.6153564644573366,low
11,rolling_3,0.6111761019027474,3,0.6113407276472211,0.611743192702322,low
12,rolling_7,0.5980972127863008,7,0.5982908231954883,0.598161360878227,high
13,rolling_7,0.6027194414818884,7,0.6024755348628797,0.6025377745947397,low
14,rolling_7,0.6040687481261107,7,0.6037458312809373,0.6038062379939765,low
15,rolling_3,0.6066018814908865,3,0.6064205027393684,0.6065207787711948,low
16,rolling_7,0.6099361424449027,7,0.6097670733922076,0.6099310462155453,low
17,rolling_3,0.6172241362642081,3,0.6176008432593922,0.6177522754974153,low
18,rolling_7,0.6157952257143016,7,0.6154773662494405,0.6157542058093894,low
19,rolling_7,0.6053927969538174,7,0.6054038160300065,0.605346541268858,high
20,rolling_7,0.6066303035131726,7,0.6065438341546473,0.60657487031405,low
21,rolling_7,0.6061071305004274,7,0.6058594483787878,0.605917728420979,low
22,rolling_3,0.6076770321328422,3,0.6076473199329409,0.6076529336102209,low
23,rolling_7,0.6078715209405201,7,0.60767637794847,0.6076929846289637,low
24,rolling_7,0.6139842201649789,7,0.6140133182390053,0.6140314385205068,low
25,rolling_3,0.611441075724187,3,0.6111295349595178,0.6112264143304847,low
26,rolling_14,0.5997758682548694,14,0.59956181308033,0.599534623062897,high
27,rolling_7,0.6022836638790272,7,0.6021425028204417,0.602138293611069,high
28,rolling_7,0.6068779382054703,7,0.6066571242196219,0.6066269333919986,high
29,rolling_14,0.6081669639975503,14,0.6081133044196472,0.6081028082696243,high
30,rolling_7,0.6089686714211594,7,0.6087524823859732,0.6087579710154599,low
