method,day,n,log_loss,brier,ece,clicks
current_ops,16,477680,0.6095872512638528,0.21073203610279514,0.006628015498827432,178684
ap_ops,16,477680,0.6094337785017732,0.21067298728176057,0.006044996233898876,178684
single_memory,16,477680,0.6094338509079104,0.21067273109522483,0.005637028242428634,178684
no_slope,16,477680,0.6097137213980021,0.21076867491955606,0.010314215179279732,178684
current_ops,17,450258,0.6167130064306323,0.21390922342195934,0.00622523652346492,172509
ap_ops,17,450258,0.6166370756441125,0.21388352623843965,0.006041470660835209,172509
single_memory,17,450258,0.6166182976022015,0.2138782987007189,0.0057041445538662285,172509
no_slope,17,450258,0.616643840776681,0.2138801477055691,0.006873688148998226,172509
current_ops,18,538532,0.6155513276614336,0.21338258044677277,0.006660149167400862,204091
ap_ops,18,538532,0.6154594051393993,0.21334806013755075,0.0060211190635437424,204091
single_memory,18,538532,0.6154638768484012,0.21335027463323455,0.005894581042150432,204091
no_slope,18,538532,0.6154769637012506,0.21334934980266965,0.006608428908282721,204091
current_ops,19,582350,0.6050983979084569,0.20870075453877898,0.004971012519282,212241
ap_ops,19,582350,0.6050078176018405,0.20867039721501843,0.004650794040857085,212241
single_memory,19,582350,0.6050126895122392,0.20867273123167004,0.004802676795608806,212241
no_slope,19,582350,0.605316604014972,0.20877100993343736,0.009582261712969607,212241
current_ops,20,552965,0.6065370650793007,0.20931810491465366,0.005828837279307543,202913
ap_ops,20,552965,0.6064347189477954,0.2092835016997325,0.005354530202847178,202913
single_memory,20,552965,0.6064522173372581,0.2092925675567792,0.005405820241576717,202913
no_slope,20,552965,0.6066048475474387,0.20933923209496028,0.008101408898351333,202913
current_ops,21,562085,0.6058054508479745,0.209007336788265,0.006517538726954927,205782
ap_ops,21,562085,0.6056783647146857,0.20896570271618733,0.006014866612417644,205782
single_memory,21,562085,0.6056683773182605,0.20896795192633275,0.005636817535764421,205782
no_slope,21,562085,0.6058949540851228,0.20903859140597608,0.010240429916523876,205782
current_ops,22,528347,0.6075768340926777,0.2098486258937141,0.00533110349959328,195055
ap_ops,22,528347,0.6075081213716498,0.2098219703106258,0.005643776544322558,195055
single_memory,22,528347,0.6075246564105246,0.20982768028392323,0.005855011616894324,195055
no_slope,22,528347,0.6076330073935242,0.2098547475669648,0.00760494914422975,195055
current_ops,23,506792,0.6077404029491282,0.20995642850103935,0.0074581598121132965,186589
ap_ops,23,506792,0.607572888746354,0.20989390321637763,0.006605601816252755,186589
single_memory,23,506792,0.6075521439410788,0.2098855485226141,0.006228169077376086,186589
no_slope,23,506792,0.6076919954339027,0.2099264418460117,0.006979128527881365,186589
current_ops,24,436408,0.6138547901326669,0.21271763933444335,0.006257825881995337,164916
ap_ops,24,436408,0.6138071295427835,0.2127013974413596,0.00643540717794251,164916
single_memory,24,436408,0.613834834779476,0.2127131813418432,0.006612053717385461,164916
no_slope,24,436408,0.6138395188047941,0.2127042843805899,0.007343629557225526,164916
current_ops,25,507128,0.6113894882533334,0.21155196987936808,0.0076590745430609895,188189
ap_ops,25,507128,0.611361999190766,0.21154626383784714,0.007436303269484212,188189
single_memory,25,507128,0.6113631692547742,0.2115500470924135,0.007202367813155944,188189
no_slope,25,507128,0.6113695886936481,0.21154236301412313,0.008204461575486401,188189
current_ops,26,581336,0.5989959858479338,0.2060281610163909,0.007210990878195083,206145
ap_ops,26,581336,0.59889843881739,0.20599351086342077,0.006509696176359101,206145
single_memory,26,581336,0.5988855672094567,0.2059895390279916,0.006435131057477835,206145
no_slope,26,581336,0.5992199946476331,0.20610080701549957,0.010295508354764261,206145
current_ops,27,518487,0.6023279547203836,0.20749460612529508,0.005840496553911132,185940
ap_ops,27,518487,0.6021478509038658,0.20743267849082175,0.005755599694229333,185940
single_memory,27,518487,0.602043088070025,0.2073964744528302,0.005527681550492826,185940
no_slope,27,518487,0.6022423305801785,0.20746030804488977,0.007794735114333805,185940
current_ops,28,459375,0.6065891887020519,0.20940236923731997,0.007311654189469045,168527
ap_ops,28,459375,0.6064446009667931,0.20935171911998265,0.006498847388057914,168527
single_memory,28,459375,0.606411526824084,0.20934449436588562,0.006223935482854042,168527
no_slope,28,459375,0.6066358353261977,0.2094174679062625,0.00934284186632756,168527
current_ops,29,493827,0.6077525309283607,0.20997941222310343,0.00832202404438142,185143
ap_ops,29,493827,0.6075491817847354,0.20990367311332048,0.0076968410226906335,185143
single_memory,29,493827,0.6075437297578046,0.20990334450211048,0.007233477087524298,185143
no_slope,29,493827,0.6077671731822438,0.2099743335728789,0.010393867008424242,185143
current_ops,30,468451,0.6086868427605795,0.2104018185379051,0.007579745766114768,176695
ap_ops,30,468451,0.6084874549775393,0.21033558478585096,0.006882661367133063,176695
single_memory,30,468451,0.6084903617458084,0.21033987479985666,0.006785996727089675,176695
no_slope,30,468451,0.608762898858998,0.2104199063341094,0.010941864244098022,176695
