B,eta0,eta_schedule,update,block_sec,delay_sec,eps,dev_imp_wt_ll,dev_worst_day_ll
0.5,0.1,const,block,3600,1800,1e-05,0.42221433781590106,0.4258278809252524
0.5,0.1,const,block,1800,1800,1e-05,0.42221433781590106,0.4258278809252524
0.5,0.1,inv_sqrt,block,3600,1800,1e-05,0.4222186719610326,0.4258408021782959
1.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.4222186719610326,0.4258408021782959
0.25,0.1,inv_sqrt,block,3600,1800,1e-05,0.4222186719610326,0.4258408021782959
0.25,0.1,inv_sqrt,block,1800,1800,1e-05,0.4222186719610326,0.4258408021782959
2.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.4222186719610326,0.4258408021782959
2.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.4222186719610326,0.4258408021782959
1.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.4222186719610326,0.4258408021782959
0.5,0.1,inv_sqrt,block,1800,1800,1e-05,0.4222186719610326,0.4258408021782959
0.5,0.1,inv_sqrt,block,900,1800,1e-05,0.4222215300038974,0.42584297758270184
0.25,0.1,inv_sqrt,block,900,1800,1e-05,0.4222215300038974,0.42584297758270184
1.0,0.1,inv_sqrt,block,900,1800,1e-05,0.4222215300038974,0.42584297758270184
2.0,0.1,inv_sqrt,block,900,1800,1e-05,0.4222215300038974,0.42584297758270184
0.5,0.03,const,block,1800,1800,1e-05,0.42222387490625635,0.42584825366961104
0.5,0.03,const,block,3600,1800,1e-05,0.42222387490625635,0.42584825366961104
0.25,0.03,const,block,1800,1800,1e-05,0.42222387490625635,0.42584825366961104
0.25,0.03,const,block,3600,1800,1e-05,0.42222387490625635,0.42584825366961104
1.0,0.03,const,block,1800,1800,1e-05,0.42222387490625635,0.42584825366961104
2.0,0.03,const,block,1800,1800,1e-05,0.42222387490625635,0.42584825366961104
2.0,0.03,const,block,3600,1800,1e-05,0.42222387490625635,0.42584825366961104
1.0,0.03,const,block,3600,1800,1e-05,0.42222387490625635,0.42584825366961104
2.0,0.1,const,block,900,1800,1e-05,0.4222240403604219,0.4258348287809724
0.25,0.1,const,block,900,1800,1e-05,0.4222240403604219,0.4258348287809724
1.0,0.1,const,block,900,1800,1e-05,0.4222240403604219,0.4258348287809724
0.5,0.1,const,block,900,1800,1e-05,0.4222240403604219,0.4258348287809724
0.25,0.03,inv_sqrt,block,3600,1800,1e-05,0.42222570868784265,0.4258529189646404
0.25,0.03,inv_sqrt,block,1800,1800,1e-05,0.42222570868784265,0.4258529189646404
0.5,0.03,inv_sqrt,block,1800,1800,1e-05,0.42222570868784265,0.4258529189646404
0.5,0.03,inv_sqrt,block,3600,1800,1e-05,0.42222570868784265,0.4258529189646404
1.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.42222570868784265,0.4258529189646404
1.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.42222570868784265,0.4258529189646404
2.0,0.03,inv_sqrt,block,3600,1800,1e-05,0.42222570868784265,0.4258529189646404
2.0,0.03,inv_sqrt,block,1800,1800,1e-05,0.42222570868784265,0.4258529189646404
1.0,0.3,const,block,900,1800,1e-05,0.42222655305204276,0.42580863740800046
2.0,0.3,const,block,900,1800,1e-05,0.42222655305204276,0.42580863740800046
0.5,0.3,const,block,900,1800,1e-05,0.42222655305204276,0.42580863740800046
0.25,0.3,const,block,900,1800,1e-05,0.42222655305204276,0.42580863740800046
2.0,0.03,inv_sqrt,block,900,1800,1e-05,0.4222265848718492,0.4258535956314869
1.0,0.03,inv_sqrt,block,900,1800,1e-05,0.4222265848718492,0.4258535956314869
0.25,0.03,inv_sqrt,block,900,1800,1e-05,0.4222265848718492,0.4258535956314869
0.5,0.03,inv_sqrt,block,900,1800,1e-05,0.4222265848718492,0.4258535956314869
0.5,0.03,const,block,900,1800,1e-05,0.42222685700026297,0.42585048297469436
2.0,0.03,const,block,900,1800,1e-05,0.42222685700026297,0.42585048297469436
1.0,0.03,const,block,900,1800,1e-05,0.42222685700026297,0.42585048297469436
0.25,0.03,const,block,900,1800,1e-05,0.42222685700026297,0.42585048297469436
0.25,0.01,const,block,1800,1800,1e-05,0.42222730652497253,0.42585510694048734
0.25,0.01,const,block,3600,1800,1e-05,0.42222730652497253,0.42585510694048734
2.0,0.01,const,block,3600,1800,1e-05,0.42222730652497253,0.42585510694048734
2.0,0.01,const,block,1800,1800,1e-05,0.42222730652497253,0.42585510694048734
1.0,0.01,const,block,1800,1800,1e-05,0.42222730652497253,0.42585510694048734
1.0,0.01,const,block,3600,1800,1e-05,0.42222730652497253,0.42585510694048734
0.5,0.01,const,block,1800,1800,1e-05,0.42222730652497253,0.42585510694048734
0.5,0.01,const,block,3600,1800,1e-05,0.42222730652497253,0.42585510694048734
0.5,0.01,inv_sqrt,block,3600,1800,1e-05,0.42222798298700737,0.4258567507738766
0.5,0.01,inv_sqrt,block,1800,1800,1e-05,0.42222798298700737,0.4258567507738766
0.25,0.01,inv_sqrt,block,3600,1800,1e-05,0.42222798298700737,0.4258567507738766
0.25,0.01,inv_sqrt,block,1800,1800,1e-05,0.42222798298700737,0.4258567507738766
2.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.42222798298700737,0.4258567507738766
2.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.42222798298700737,0.4258567507738766
1.0,0.01,inv_sqrt,block,3600,1800,1e-05,0.42222798298700737,0.4258567507738766
1.0,0.01,inv_sqrt,block,1800,1800,1e-05,0.42222798298700737,0.4258567507738766
0.5,0.01,inv_sqrt,block,900,1800,1e-05,0.42222827703060073,0.4258569788726783
0.25,0.01,inv_sqrt,block,900,1800,1e-05,0.42222827703060073,0.4258569788726783
2.0,0.01,inv_sqrt,block,900,1800,1e-05,0.42222827703060073,0.4258569788726783
1.0,0.01,inv_sqrt,block,900,1800,1e-05,0.42222827703060073,0.4258569788726783
1.0,0.01,const,block,900,1800,1e-05,0.42222830928925276,0.42585586635596734
0.5,0.01,const,block,900,1800,1e-05,0.42222830928925276,0.42585586635596734
0.25,0.01,const,block,900,1800,1e-05,0.42222830928925276,0.42585586635596734
2.0,0.01,const,block,900,1800,1e-05,0.42222830928925276,0.42585586635596734
