mix_eta,mix_halflife,dev_imp_wt_ll
1000000.0,10.0,0.42222916745037253
1000000.0,3.0,0.42222916745037253
1000000.0,5.0,0.42222916745037253
150.0,3.0,0.42246785340209775
150.0,10.0,0.42246785340209775
150.0,5.0,0.42246785340209775
60.0,3.0,0.42247699587847753
60.0,5.0,0.42247699587847753
60.0,10.0,0.42247699587847753
30.0,3.0,0.4224800465552041
30.0,10.0,0.4224800465552041
30.0,5.0,0.4224800465552041
10.0,5.0,0.4224820806189127
10.0,3.0,0.4224820806189127
10.0,10.0,0.4224820806189127
