dataset,comparison,impression_weighted_effect,equal_day_weighted_effect,median_delta,n_days,n_days_won,frac_days_won,ci95_lo,ci95_hi,sign_test_p,worst_day_delta,loo_mean_min,loo_mean_max,loo_reverses_sign,moving_block_bootstrap
criteo,vs_long_only,-0.00020117184255459908,-0.00022550373129367104,-0.00028970298822311724,6.0,5.0,0.8333333333333334,-0.00045980411575791136,6.798302818492956e-05,0.21875,0.0004243665983667544,-0.0003554777972257561,-0.0001408736126070398,False,"{""mean"": -0.00022550373129367104, ""ci95_lo"": -0.0005117739279023037, ""ci95_hi"": 0.00011122952272537197, ""block"": 2, ""n_boot"": 5000}"
criteo,vs_online_platt,-0.00014912743265728772,-0.00016196158225708265,-0.0001446876594279889,6.0,5.0,0.8333333333333334,-0.0004345201820918909,0.0001459782741915494,0.21875,0.0005526142553338165,-0.0003048767497752625,-7.622038060561831e-05,False,"{""mean"": -0.00016196158225708265, ""ci95_lo"": -0.00034641304817434326, ""ci95_hi"": 0.00020513919429987482, ""block"": 2, ""n_boot"": 5000}"
criteo,frac_days_beats_both,,0.8333333333333334,,,,,,,,,,,,
criteo,frac_days_beats_no_history_control,,0.8333333333333334,,,,,,,,,,,,
criteo,frac_days_beats_shuffled_history_control,,1.0,,,,,,,,,,,,
