day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,expanding
18,expanding
19,expanding
20,expanding
21,expanding
22,rolling_14
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_3
27,rolling_3
28,rolling_3
29,rolling_3
30,rolling_3
31,rolling_7
32,rolling_7
33,rolling_7
34,rolling_7
35,rolling_7
36,rolling_7
37,rolling_7
38,rolling_7
39,rolling_7
40,rolling_7
41,expanding
42,expanding
43,expanding
44,rolling_3
45,rolling_3
46,rolling_3
47,rolling_3
48,rolling_3
49,rolling_3
50,rolling_7
51,rolling_7
52,rolling_7
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,expanding
62,expanding
63,expanding
64,rolling_3
65,rolling_3
66,rolling_3
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_7
71,rolling_7
72,rolling_7
73,rolling_7
74,rolling_7
75,rolling_7
76,rolling_7
77,rolling_7
78,rolling_7
79,rolling_7
80,rolling_7
81,expanding
82,expanding
83,expanding
84,rolling_3
85,rolling_3
86,rolling_3
87,rolling_3
88,rolling_3
89,rolling_3
90,rolling_3
91,rolling_7
92,rolling_7
93,rolling_7
94,rolling_7
95,rolling_7
96,rolling_7
97,rolling_7
98,rolling_7
99,rolling_7
100,expanding
101,expanding
102,expanding
103,rolling_3
104,rolling_3
105,rolling_3
106,rolling_3
107,rolling_3
108,rolling_3
109,rolling_7
110,rolling_7
111,rolling_7
112,rolling_7
113,rolling_7
114,rolling_7
115,rolling_7
116,rolling_7
117,rolling_7
118,rolling_7
119,rolling_7
