day,l_uncal,l_oracle,b_star,improvement,rel_improvement
16,0.6098899940970981,0.6097799648751558,0.03215059806136823,0.00011002922194225384,0.00018040830806733408
17,0.6172860326630938,0.616763649662121,0.06985063954390604,0.000522383000972737,0.0008462576072215236
18,0.6157952257143016,0.6157103978791139,0.028174517897299863,8.482783518770631e-05,0.00013775331741052214
19,0.6053927969538174,0.605298949988477,-0.02978659419377886,9.384696534042725e-05,0.0001550183051609489
20,0.6066303035131726,0.606628379545663,0.004273636438230238,1.9239675096427433e-06,3.171565117173487e-06
21,0.6061071305004274,0.6059792143906705,-0.034742159247960966,0.00012791610975693146,0.00021104538013159253
