day,regret,l_long,l_oracle,l_method,captured_gain,denom_negligible
22,-0.00013421548006997686,0.6077475911655822,0.6077053452051385,0.6075711297250685,,True
23,1.563573597429535e-05,0.6077886769976368,0.6077654530806929,0.6077810888166671,,True
24,-7.637076799105191e-05,0.6139188647544425,0.6138739719262816,0.6137976011582905,,True
25,-1.3229393972746806e-05,0.6114532084051758,0.6113626639568419,0.6113494345628692,,True
26,0.0003388599066096454,0.5993287778972488,0.5991967167569973,0.5995355766636069,-1.565932006676507,False
27,-0.00013361735861550095,0.6021781893147473,0.6021742367376542,0.6020406193790387,,True
28,-1.0992642787810425e-05,0.6068106615983389,0.6068096090142799,0.6067986163714921,,True
29,-9.436721454447738e-05,0.6081300898446614,0.6079381400339111,0.6078437728193666,1.4916244208608458,False
30,-0.00010503375282533423,0.6089753234525265,0.6088123922337579,0.6087073584809326,1.6446508754994806,False
