method,is_test,day,n,log_loss,brier,ece,clicks
expanding,False,16,477680,0.6104762813424542,0.2111122420350983,0.01273108940746439,178684
expanding,False,17,450258,0.6181791279715144,0.21459538814228135,0.02132947340503476,172509
expanding,False,18,538532,0.6170257682519202,0.21406581747005576,0.01951179498263272,204091
expanding,False,19,582350,0.6060108863499188,0.20909382343174857,0.01335473283270991,212241
expanding,False,20,552965,0.6075184817184098,0.20976793988813663,0.013637157395538599,202913
expanding,False,21,562085,0.6066954291024904,0.20938011966484227,0.011578862249470865,205782
expanding,True,22,528347,0.6086759614366732,0.2103279350386236,0.013846549929366405,195055
expanding,True,23,506792,0.6086227025824328,0.2103260389877022,0.009922522603521928,186589
expanding,True,24,436408,0.61538893995025,0.21340885687313504,0.01938021656803825,164916
expanding,True,25,507128,0.612566413588818,0.21209318278687908,0.014083216568903103,188189
expanding,True,26,581336,0.6001643849618488,0.20646901843859242,0.010239621738740021,206145
expanding,True,27,518487,0.6029839876611855,0.20777679643701072,0.01105252570222784,185940
expanding,True,28,459375,0.6074301504522693,0.20973242483825072,0.01007414934827191,168527
expanding,True,29,493827,0.6090457943990562,0.21054766223156848,0.014352165147913154,185143
expanding,True,30,468451,0.610170851931896,0.21106325324567113,0.01542503667505005,176695
rolling_3,False,16,477680,0.6100928512738389,0.21096728646926777,0.012563847075945846,178684
rolling_3,False,17,450258,0.6168074152467858,0.21397699171034215,0.008264728728838083,172509
rolling_3,False,18,538532,0.6158050884609805,0.2135092114381374,0.009588447837146498,204091
rolling_3,False,19,582350,0.6059980280883093,0.20906004892520208,0.0152852368698885,212241
rolling_3,False,20,552965,0.6070157367831073,0.20949977203306477,0.009255043405963398,202913
rolling_3,False,21,562085,0.6061427170296119,0.20915364439806497,0.0065279496147961,205782
rolling_3,True,22,528347,0.6080060288734079,0.21002304732046734,0.006782306229289509,195055
rolling_3,True,23,506792,0.6078396745766158,0.2099900185517112,0.005144691849931799,186589
rolling_3,True,24,436408,0.6139733245251375,0.21276557668963517,0.007061839163332538,164916
rolling_3,True,25,507128,0.6116031740755418,0.21165817600138923,0.006384778346722854,188189
rolling_3,True,26,581336,0.5996484203261633,0.20624846867971613,0.01068365090529444,206145
rolling_3,True,27,518487,0.6025707803885548,0.20764325325510533,0.009821241265985964,185940
rolling_3,True,28,459375,0.6074218414582481,0.20979427560989292,0.013984807313135854,168527
rolling_3,True,29,493827,0.6083828697185649,0.2103006365402165,0.0147060713104766,185143
rolling_3,True,30,468451,0.6087606117227782,0.21045923083924498,0.011421262784187636,176695
rolling_7,False,16,477680,0.6104347001279438,0.2111216444107534,0.016497564717233817,178684
rolling_7,False,17,450258,0.617512098466736,0.21430202185482553,0.01780892766261711,172509
rolling_7,False,18,538532,0.6158531831826721,0.213535603532395,0.010753962749556681,204091
rolling_7,False,19,582350,0.6052067637587956,0.20874060628890287,0.007797591446729099,212241
rolling_7,False,20,552965,0.6066234368694906,0.20935632772317928,0.0070618148450512916,202913
rolling_7,False,21,562085,0.6060857317287295,0.20910618194024908,0.00898253901615841,205782
rolling_7,True,22,528347,0.607978433716579,0.21004204767885515,0.011224352980367253,195055
rolling_7,True,23,506792,0.6082233850397633,0.21013389850713504,0.013396848282025848,186589
rolling_7,True,24,436408,0.6141002604256232,0.21280975278168396,0.007648240988200744,164916
rolling_7,True,25,507128,0.6115413859057467,0.21164345742034565,0.008399139661474344,188189
rolling_7,True,26,581336,0.5993511962884995,0.20614958985685966,0.009584939714375563,206145
rolling_7,True,27,518487,0.602416693271887,0.20754280952983362,0.00828551696107466,185940
rolling_7,True,28,459375,0.6073751225619626,0.20971279967679327,0.01375204353175036,168527
rolling_7,True,29,493827,0.6080161391339657,0.21010479459316533,0.010890693603440886,185143
rolling_7,True,30,468451,0.6090835600102459,0.21059728028331842,0.011835307805806449,176695
equal_ensemble,False,16,477680,0.6100579618016017,0.21094804624277297,0.014580857564407544,178684
equal_ensemble,False,17,450258,0.6171968347728887,0.214160555222835,0.01557765501741779,172509
equal_ensemble,False,18,538532,0.6158883177646634,0.2135571883357747,0.013580397495721324,204091
equal_ensemble,False,19,582350,0.6052040157734457,0.20872696601127033,0.008751217019052307,212241
