day,l_uncal,l_oracle,b_star,improvement,rel_improvement
16,0.6100579618016017,0.6097809915914952,0.05106400654682842,0.00027697021010641976,0.0004540063853744013
17,0.6171813522553937,0.6166416039183846,0.07103644511554214,0.0005397483370090939,0.0008745376622878626
18,0.6158619335727418,0.6155010238914688,0.05816839590086947,0.0003609096812730028,0.0005860236874510031
19,0.6051976923425472,0.605191376433304,-0.007730605406755978,6.315909243159723e-06,1.043610926326015e-05
20,0.6065860287862745,0.6065794435323033,0.00789605158601396,6.585253971236327e-06,1.0856257247488608e-05
21,0.6059854595555718,0.605980726699139,-0.006687033498917137,4.732856432765331e-06,7.810181512005909e-06
