day,block,n,mean_residual
16,0,1066,0.007138498269136748
16,1,951,0.01538158235418069
16,2,860,0.015292487865343126
16,3,783,0.03359018124092066
16,4,677,0.013481389257956196
16,5,696,0.020709850257362793
16,6,668,0.009300615348516608
16,7,676,0.00030137282055390586
16,8,651,0.018843724427749682
16,9,658,0.014090033840411766
16,10,683,0.02883919160202253
16,11,724,0.01607654827310807
16,12,763,0.03685045182829826
16,13,845,0.010190823588475976
16,14,954,0.018769069285271663
16,15,1099,0.024870333255000942
16,16,1271,0.028465804713768368
16,17,1382,0.027058604258484498
16,18,1645,0.02281020708675355
16,19,1911,0.04335696338243334
16,20,2265,0.010302371282496121
16,21,2740,0.03192501673077215
16,22,3116,0.035823053511954576
16,23,3656,0.01230595485797781
16,24,3960,0.015451612014283493
16,25,4534,0.04121478511996238
16,26,4655,0.020322847198082354
16,27,5157,0.023272048635205378
16,28,5441,0.019189092863618286
16,29,5835,0.013391716065876242
16,30,5985,0.008575822590581237
16,31,6266,0.007491754304902055
16,32,6466,0.01689725757025961
16,33,6735,-0.0008231375270132405
16,34,6623,0.0028874056974478876
16,35,6580,0.0073015968483486696
16,36,6651,0.008434358312187197
16,37,6636,0.0033033135444697453
16,38,6730,0.0035257522777590784
16,39,6648,-0.002266830132260005
16,40,6656,0.0016074140131685317
16,41,6829,-0.002739702856486046
16,42,6967,0.005533317313432356
16,43,7033,0.0016728973750115934
16,44,6932,-0.006450586350845349
16,45,7188,-0.002729964383909513
16,46,6829,-0.0008282297292806836
16,47,7257,0.0033268671112852742
16,48,6968,0.01068641879154879
16,49,7180,-0.009142340763815635
16,50,6963,0.0032154624992395938
16,51,5941,0.004164240462078839
16,52,6116,0.007641844162792384
16,53,6304,0.010644731689419767
16,54,6865,2.0473330525084003e-05
16,55,6840,0.013860170685864528
16,56,6572,0.0011774760297373666
16,57,6795,-0.0034237701945783287
16,58,6727,-0.008643155430641961
16,59,6786,-0.007502885086412936
16,60,6674,0.0025076768686398613
16,61,6657,0.0065973094079494424
16,62,6741,0.010034042351253044
16,63,6943,0.007473850091689091
16,64,6799,-0.005716961233497915
16,65,7062,0.003731743808440821
16,66,6842,0.008864083112240512
16,67,6999,0.0117081837764944
16,68,7031,0.012841259739654875
16,69,7038,0.01670933259127242
16,70,7246,0.011783483276292469
16,71,7501,0.006136990230106795
16,72,7043,0.01869650884377522
16,73,7294,0.017958524779662192
16,74,7234,0.011482160835692411
16,75,7529,0.009650324332000188
16,76,7284,0.023516935142360505
16,77,7494,0.007988465299669054
16,78,7221,0.020093644869633068
16,79,7425,0.026472042786368947
16,80,7101,0.02062008076932007
16,81,7033,0.016675423159124937
