method,day,n,log_loss,brier,ece,clicks
ops,5,3835892,0.4255304212052026,0.13477102628204907,0.00993962999118045,702156
reset_ons,5,3835892,0.4255052938164259,0.1347661566681121,0.008243341326974575,702156
persistent_ons,5,3835892,0.42546270675867454,0.13475665238641413,0.008060348013639728,702156
ap_ops,5,3835892,0.4254674827616455,0.13475485633928813,0.009521082380203326,702156
no_slope,5,3835892,0.4255757648837559,0.13477251863064643,0.010546815977912374,702156
ops,6,3225010,0.4177534037013962,0.132307605571203,0.008690778455442699,585643
reset_ons,6,3225010,0.4176488665385784,0.1322704521278583,0.008103900876239889,585643
persistent_ons,6,3225010,0.41762521646401674,0.13227096598739604,0.008153200415774886,585643
ap_ops,6,3225010,0.4176357036263436,0.1322764715776346,0.008542379490703429,585643
no_slope,6,3225010,0.4178185622178946,0.1323124316020192,0.008548428582013833,585643
ops,7,5287222,0.37425841064411103,0.11513132815922142,0.011315474557357118,804622
reset_ons,7,5287222,0.37452587112740976,0.11521873548717038,0.008418968589952055,804622
persistent_ons,7,5287222,0.3744690826187836,0.11520976800793883,0.00819904682700347,804622
ap_ops,7,5287222,0.37416882621416053,0.11512634624817969,0.010174953212544129,804622
no_slope,7,5287222,0.37472789388574274,0.11520645477205202,0.012707568361303845,804622
ops,8,3832608,0.38496803534045154,0.11884122971206551,0.00784917754560032,600041
reset_ons,8,3832608,0.3851034894152615,0.11889692494627482,0.005872332349904599,600041
persistent_ons,8,3832608,0.3849797457349567,0.118868253295161,0.004253575077588907,600041
ap_ops,8,3832608,0.3848350819904131,0.11882110978540923,0.006199669218698767,600041
no_slope,8,3832608,0.38520989594718963,0.1188830203813624,0.009424725224858497,600041
ops,9,4218938,0.40584224991571405,0.12636568316707963,0.008642731537256492,714185
reset_ons,9,4218938,0.40580024406491444,0.12638769094484745,0.007527981115176328,714185
persistent_ons,9,4218938,0.4057231010590112,0.1263776954550502,0.008271719649151082,714185
ap_ops,9,4218938,0.4056342148307124,0.12633492421015743,0.007459608390224469,714185
no_slope,9,4218938,0.40608239358952075,0.1264086408860608,0.010585798980712668,714185
