day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,expanding
18,expanding
19,expanding
20,expanding
21,rolling_14
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_3
27,rolling_3
28,rolling_3
29,rolling_7
30,rolling_7
31,rolling_7
32,rolling_7
33,rolling_7
34,expanding
35,expanding
36,expanding
37,expanding
38,expanding
39,expanding
40,rolling_3
41,rolling_3
42,rolling_3
43,rolling_7
44,rolling_7
45,rolling_7
46,rolling_7
47,rolling_7
48,rolling_7
49,rolling_7
50,rolling_7
51,rolling_7
52,expanding
53,expanding
54,expanding
55,rolling_3
56,rolling_3
57,rolling_3
58,rolling_3
59,rolling_3
60,rolling_3
61,rolling_3
62,rolling_7
63,rolling_7
64,rolling_7
65,rolling_7
66,rolling_7
67,expanding
68,expanding
69,expanding
70,expanding
71,rolling_3
72,rolling_3
73,rolling_3
74,rolling_3
75,rolling_3
76,rolling_7
77,rolling_7
78,rolling_7
79,rolling_7
80,rolling_7
81,rolling_7
82,rolling_7
83,rolling_7
84,rolling_7
85,expanding
86,expanding
87,expanding
88,rolling_3
89,rolling_3
90,rolling_3
91,rolling_3
92,rolling_3
93,rolling_3
94,expanding
95,expanding
96,expanding
97,expanding
98,expanding
99,expanding
100,rolling_3
101,rolling_3
102,rolling_3
103,rolling_3
104,rolling_7
105,rolling_7
106,rolling_7
107,expanding
108,expanding
109,expanding
110,rolling_3
111,rolling_3
112,rolling_3
113,rolling_3
114,rolling_3
115,rolling_3
116,rolling_7
117,rolling_7
118,rolling_7
119,expanding
