day,beta,q_expanding,q_rolling_1,q_rolling_3,q_rolling_7,q_rolling_14,m_expanding,m_rolling_1,m_rolling_3,m_rolling_7,m_rolling_14
4,0.2689414322376251,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000606775283813,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224
5,0.2966528534889221,0.2923268675804138,0.041132230311632156,0.0818871557712555,0.2923268675804138,0.2923268675804138,0.2193877249956131,0.1665838360786438,0.1752530187368393,0.2193877249956131,0.2193877249956131
6,0.2599904537200928,0.3199363350868225,0.01230736542493105,0.027883056551218033,0.3199363946914673,0.3199363052845001,0.2414272427558899,0.13272085785865784,0.14299748837947845,0.2414272427558899,0.2414272427558899
7,0.22614148259162903,0.3170219361782074,0.010195227339863777,0.038738470524549484,0.3170219361782074,0.31702181696891785,0.25902673602104187,0.10418206453323364,0.11873773485422134,0.25902676582336426,0.25902673602104187
8,0.2336762696504593,0.2982783913612366,0.014373980462551117,0.09079056978225708,0.29827842116355896,0.2982783615589142,0.26816660165786743,0.08324247598648071,0.11225775629281998,0.2681666314601898,0.26816657185554504
9,0.2604786455631256,0.3175418972969055,0.01883600652217865,0.07196412235498428,0.27411583065986633,0.3175418972969055,0.2789950370788574,0.06901521980762482,0.10344383120536804,0.26955094933509827,0.27899497747421265
10,0.31182214617729187,0.38217511773109436,0.02350500039756298,0.034613750874996185,0.1775302141904831,0.38217511773109436,0.30063676834106445,0.05946267768740654,0.08904313296079636,0.2502206861972809,0.3006367087364197
11,0.3837020695209503,0.39451131224632263,0.03296836093068123,0.032034024596214294,0.14597488939762115,0.39451131224632263,0.31813159584999084,0.05454972758889198,0.07842032611370087,0.23076677322387695,0.31813156604766846
12,0.4171716570854187,0.396854966878891,0.03627871721982956,0.042242489755153656,0.127768874168396,0.3968549370765686,0.33156082034111023,0.051486238837242126,0.07227892428636551,0.2131132185459137,0.33156079053878784
13,0.4099774658679962,0.42197033762931824,0.028996573761105537,0.04817743971943855,0.07888674736022949,0.42197033762931824,0.34776178002357483,0.04744301736354828,0.06789662688970566,0.18913686275482178,0.34776172041893005
