day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,expanding
17,expanding
18,rolling_14
19,rolling_3
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_3
24,rolling_3
25,rolling_3
26,rolling_7
27,rolling_7
28,rolling_7
29,rolling_7
30,rolling_7
31,rolling_7
32,rolling_7
33,expanding
34,expanding
35,expanding
36,rolling_3
37,rolling_3
38,rolling_3
39,rolling_3
40,rolling_3
41,rolling_3
42,rolling_3
43,rolling_7
44,expanding
45,expanding
46,expanding
47,rolling_3
48,rolling_3
49,rolling_3
50,rolling_3
51,rolling_3
52,rolling_3
53,rolling_7
54,rolling_7
55,rolling_7
56,rolling_7
57,rolling_7
58,rolling_7
59,rolling_7
60,rolling_7
61,rolling_7
62,rolling_7
63,expanding
64,expanding
65,expanding
66,rolling_3
67,rolling_3
68,rolling_3
69,rolling_3
70,rolling_3
71,rolling_3
72,rolling_3
73,rolling_7
74,rolling_7
75,rolling_7
76,rolling_7
77,expanding
78,expanding
79,expanding
80,rolling_3
81,rolling_3
82,rolling_3
83,rolling_3
84,rolling_3
85,rolling_3
86,rolling_3
87,rolling_7
88,rolling_7
89,rolling_7
90,rolling_7
91,rolling_7
92,rolling_7
93,rolling_7
94,expanding
95,expanding
96,expanding
97,rolling_3
98,rolling_3
99,rolling_3
100,rolling_3
101,rolling_3
102,rolling_3
103,rolling_3
104,rolling_7
105,rolling_7
106,rolling_7
107,rolling_7
108,rolling_7
109,rolling_7
110,rolling_7
111,rolling_7
112,expanding
113,expanding
114,expanding
115,rolling_3
116,rolling_3
117,rolling_3
118,rolling_3
119,rolling_3
