day,beta,beta_std,beta_A,beta_B
4,0.2689414322376251,0.0,0.2689414322376251,0.2689414322376251
5,0.2299642115831375,0.010661392472684383,0.23186126351356506,0.22814399003982544
6,0.5335181951522827,0.030087780207395554,0.5305280089378357,0.5365728735923767
7,0.8268550038337708,0.03540106117725372,0.8221075534820557,0.8318559527397156
8,0.8853733539581299,0.028678134083747864,0.8781463503837585,0.8924856781959534
9,0.7379352450370789,0.037916213274002075,0.7271382212638855,0.7484622001647949
10,0.3013083040714264,0.013367801904678345,0.29548877477645874,0.307454913854599
11,0.2565024495124817,0.012926453724503517,0.2502594292163849,0.2630177140235901
12,0.579404354095459,0.032032571732997894,0.5655445456504822,0.5933012366294861
13,0.8076274991035461,0.034177541732788086,0.796087384223938,0.8190909028053284
14,0.7787137031555176,0.03411809727549553,0.7660119533538818,0.7910317182540894
15,0.5191926956176758,0.02754601463675499,0.5037115216255188,0.5351773500442505
16,0.2549254894256592,0.015332781709730625,0.24676945805549622,0.26336923241615295
17,0.1785755753517151,0.01601780205965042,0.17347702383995056,0.18333250284194946
18,0.18293318152427673,0.01585729978978634,0.1790899634361267,0.18684884905815125
19,0.20129866898059845,0.014123363420367241,0.19719751179218292,0.20565348863601685
20,0.2342144101858139,0.012251628562808037,0.23064348101615906,0.23774276673793793
21,0.27172625064849854,0.010689049027860165,0.26906096935272217,0.2745300829410553
22,0.33115091919898987,0.010212026536464691,0.32834118604660034,0.33411070704460144
23,0.39546939730644226,0.010144050233066082,0.3929917812347412,0.3980723023414612
24,0.4802992045879364,0.013479260727763176,0.4786072075366974,0.48203229904174805
25,0.5272713303565979,0.016529284417629242,0.5255915522575378,0.5289376974105835
26,0.5813767313957214,0.02148115634918213,0.577523410320282,0.5855736136436462
27,0.7855795621871948,0.028911206871271133,0.7791990041732788,0.7919517159461975
28,0.9004585146903992,0.02233821526169777,0.8944849371910095,0.9064481258392334
29,0.9393107295036316,0.016164377331733704,0.9346093535423279,0.9437559843063354
30,0.9485739469528198,0.014423429034650326,0.9447558522224426,0.9522818326950073
31,0.9529947638511658,0.013719450682401657,0.9484918713569641,0.957229733467102
32,0.9534831643104553,0.012940719723701477,0.9495587944984436,0.9573660492897034
33,0.9533925652503967,0.012474944815039635,0.9500069618225098,0.9567244648933411
34,0.9463785886764526,0.012536793947219849,0.9425435066223145,0.9499565362930298
35,0.9306116700172424,0.014395077712833881,0.9259191155433655,0.935360848903656
36,0.910872220993042,0.01548838336020708,0.9059253334999084,0.9158720970153809
37,0.8880165815353394,0.01674116961658001,0.8816710114479065,0.8938663005828857
38,0.8597931265830994,0.016471553593873978,0.8533775806427002,0.8660151958465576
39,0.8282164931297302,0.015518076717853546,0.8218185305595398,0.8347176909446716
40,0.8311694264411926,0.01434378419071436,0.824635922908783,0.8374550938606262
41,0.8591404557228088,0.01412992738187313,0.8532007932662964,0.8652650117874146
42,0.8753839731216431,0.013717123307287693,0.8693122267723083,0.8815617561340332
43,0.8463992476463318,0.014211044646799564,0.8390636444091797,0.8534473180770874
44,0.7870425581932068,0.014220676384866238,0.7783772349357605,0.7949561476707458
45,0.7453871965408325,0.013542461208999157,0.7369275093078613,0.7538807988166809
46,0.7366466522216797,0.013555550016462803,0.7283351421356201,0.7445368766784668
47,0.7075899839401245,0.01172345969825983,0.7006880640983582,0.7143104076385498
48,0.6222327351570129,0.008053029887378216,0.6178252100944519,0.6265818476676941
49,0.4805070757865906,0.014605451375246048,0.4799480140209198,0.4810691177845001
50,0.33189305663108826,0.023749617859721184,0.33392783999443054,0.32988253235816956
51,0.26369598507881165,0.02599865198135376,0.2668544352054596,0.2607254981994629
52,0.2958140969276428,0.024943934753537178,0.29957783222198486,0.29195889830589294
53,0.3282337486743927,0.021330155432224274,0.33134856820106506,0.3249874413013458
54,0.6519865393638611,0.008908789604902267,0.6505598425865173,0.6534323692321777
55,0.9394031763076782,0.013318699784576893,0.9368884563446045,0.9419450163841248
56,0.9862297177314758,0.005112897604703903,0.9849695563316345,0.9874260425567627
57,0.9941052794456482,0.0026091858744621277,0.9934417605400085,0.9947548508644104
58,0.9954708814620972,0.002234408166259527,0.9948883056640625,0.9960802793502808
59,0.9951285123825073,0.0023000643122941256,0.9945018887519836,0.9957355260848999
60,0.9923781156539917,0.003370999125763774,0.9914970993995667,0.9933024644851685
61,0.9879542589187622,0.004518258851021528,0.9868403673171997,0.9890785217285156
62,0.9791350960731506,0.006548759993165731,0.9771209955215454,0.9810192584991455
63,0.9642257690429688,0.008776430040597916,0.9609068632125854,0.9673596620559692
64,0.9339146614074707,0.012110820040106773,0.9289175271987915,0.9389251470565796
65,0.8971537351608276,0.014473209157586098,0.890632688999176,0.9037095308303833
66,0.8560709357261658,0.01530927512794733,0.848638653755188,0.8634934425354004
67,0.8257057070732117,0.014003943651914597,0.8189629912376404,0.8328086137771606
68,0.8179411888122559,0.013213294558227062,0.81111079454422,0.8245211839675903
69,0.8399002552032471,0.013035721145570278,0.8334075808525085,0.8463842868804932
70,0.8403249382972717,0.012983008287847042,0.8339954018592834,0.8463336229324341
