method,day,n,log_loss,brier,ece,clicks
current_ops,5,3835892,0.42573925243355365,0.13487307958388564,0.010116482511048318,702156
ap_ops,5,3835892,0.4255636270663034,0.1348234364160501,0.009164885394045773,702156
single_memory,5,3835892,0.4255573745107051,0.13482096440139255,0.008594437401953326,702156
no_slope,5,3835892,0.42568027361152516,0.13484595265748006,0.010452056063574739,702156
current_ops,6,3225010,0.4167691977593211,0.13194302186610846,0.007387574380422658,585643
ap_ops,6,3225010,0.4163331617864956,0.1318155946643052,0.006909204794283089,585643
single_memory,6,3225010,0.4163316106810533,0.13180709855497047,0.006892083763627817,585643
no_slope,6,3225010,0.41665559475521097,0.1318870338832325,0.007874040698116277,585643
current_ops,7,5287222,0.3743081888644871,0.1151450681363869,0.010508648225887832,804622
ap_ops,7,5287222,0.3739918944382666,0.11511016724017263,0.009223535881768118,804622
single_memory,7,5287222,0.3741177034141086,0.11515361755388231,0.008012524229674873,804622
no_slope,7,5287222,0.3747753042222148,0.11523532873911282,0.01338465890791377,804622
current_ops,8,3832608,0.38525967673129646,0.11889383962233697,0.006962456003297878,600041
ap_ops,8,3832608,0.3850193788317553,0.11884430758856766,0.005190853570370024,600041
single_memory,8,3832608,0.3850891948391125,0.11886413550802695,0.004091951346408166,600041
no_slope,8,3832608,0.3854351296520877,0.1189303430611401,0.008834954604796146,600041
current_ops,9,4218938,0.406198369277041,0.1264331509273136,0.008775606254663244,714185
ap_ops,9,4218938,0.4059893332668913,0.12639742313822602,0.006531403898104841,714185
single_memory,9,4218938,0.40607200165702784,0.12642129825876738,0.007356498509100124,714185
no_slope,9,4218938,0.4064613656635174,0.12649210826197152,0.010890775025063647,714185
