method,day,n,log_loss,brier,ece,clicks
current_ops,7,5287222,0.3743081888644871,0.1151450681363869,0.010508648225887832,804622
current_ops,8,3832608,0.3852596767313161,0.11889383962234078,0.006962456003290848,600041
current_ops,9,4218938,0.4057741465579025,0.12636581306959782,0.009750887146903657,714185
ap_ops,7,5287222,0.3739905896175696,0.11510993650584563,0.0092213282044136,804622
ap_ops,8,3832608,0.38501935233790446,0.11884431165930456,0.005185632491304695,600041
ap_ops,9,4218938,0.40548778755755094,0.12632878490716365,0.007913443981814476,714185
single_memory,7,5287222,0.3741181841427226,0.11515383210557333,0.008005047279363277,804622
single_memory,8,3832608,0.38508946628395047,0.11886421678694262,0.004089584055134648,600041
single_memory,9,4218938,0.4055678759776304,0.12636272297262488,0.007512674409770342,714185
no_slope,7,5287222,0.3747752985418013,0.1152353255530753,0.01338428837180604,804622
no_slope,8,3832608,0.38543512841616595,0.1189303424159819,0.00883495385299516,600041
no_slope,9,4218938,0.4060033251362602,0.12640758585703923,0.010659321316405297,714185
