day,l_uncal,l_oracle,b_star,improvement,rel_improvement
5,0.4257824168793913,0.42573793205323057,-0.025511141270545514,4.44848261607067e-05,0.00010447783749911786
6,0.41685773147135124,0.41683706543597054,-0.01758915244048731,2.0666035380700887e-05,4.9575751678534404e-05
