method,block,n,mean_residual,log_loss
expanding,0,53908,-0.008010592101265049,0.40917896900910466
expanding,1,62845,-0.001890438414959493,0.4176452838515047
expanding,2,83051,-0.005189577957885635,0.3953233718824645
expanding,3,93859,-0.006684586013508667,0.40052410892829643
expanding,4,129890,-0.006239442851744763,0.34971022887694647
expanding,5,111620,-0.004229112738648029,0.3828095958866449
expanding,6,104670,-0.0075049981788820165,0.3924657207142375
expanding,7,119073,-0.005347835270322705,0.4057832430022292
expanding,8,131271,-0.00872777253084771,0.36966513179423516
expanding,9,141379,-0.010085262528009615,0.3735520800318401
expanding,10,139568,-0.01673502252364297,0.37401101299324263
expanding,11,127973,-0.010699141012433973,0.396871210865752
expanding,12,142681,-0.013914869344254495,0.39178969579299594
expanding,13,174676,-0.009555102833938522,0.37377427908028404
expanding,14,174597,-0.005956010256306802,0.383752881580235
expanding,15,143491,-0.007874948532009672,0.410621414127806
expanding,16,134704,-0.011039656624121649,0.40506139199872226
expanding,17,123504,-0.013881398801520435,0.3971324427919779
expanding,18,104754,-0.01791378814037549,0.3957128130303338
expanding,19,92481,-0.01784132732454407,0.38676903896037
expanding,20,79707,-0.014453948030014261,0.38804833532237415
expanding,21,74748,-0.016225244472801867,0.38970467282838955
expanding,22,62550,-0.013395358165564449,0.3845334060970178
expanding,23,59269,-0.01491861574203211,0.38745325138513037
long_only,0,53908,3.986048586259129e-05,0.4084526789642854
long_only,1,62845,0.0072425597836936195,0.4177984909394517
long_only,2,83051,0.0019746042711117056,0.3959672973909297
long_only,3,93859,-0.00135769630143309,0.4006230134476549
long_only,4,129890,-0.01026891365911268,0.34963600629890224
long_only,5,111620,-0.0016277973708641138,0.38175656157265797
long_only,6,104670,-0.0034221634050240176,0.3912796059846425
long_only,7,119073,0.00031928727029626515,0.40501239560113794
long_only,8,131271,-0.01017076163723268,0.3716239688556952
long_only,9,141379,-0.012419485478817698,0.3753109221246691
long_only,10,139568,-0.013815850815451287,0.3738809423321421
long_only,11,127973,-0.006277761730444994,0.3977357941156285
long_only,12,142681,-0.007836020204567626,0.3916803042590524
long_only,13,174676,-0.003432130890292787,0.37396341297283553
long_only,14,174597,0.0013365524732838665,0.38366066337609805
long_only,15,143491,-0.0007613599440249154,0.4109699951914123
long_only,16,134704,-0.004519040216239091,0.4051126174581616
long_only,17,123504,-0.008183847970893575,0.3973577214858475
long_only,18,104754,-0.011472570866080242,0.39536267642654055
long_only,19,92481,-0.011921982463753814,0.38625076252348883
long_only,20,79707,-0.008114242869268597,0.38818135900876233
long_only,21,74748,-0.009556985206169537,0.3904000450467854
long_only,22,62550,-0.007243927441629346,0.3849539146424488
long_only,23,59269,-0.00697173456628315,0.38914809388729965
short_only,0,53908,-0.008010592101265049,0.40917896900910466
short_only,1,62845,-0.001569412822357851,0.4176362674426598
short_only,2,83051,-0.004815463177192199,0.3953133485799661
short_only,3,93859,-0.006161864784729342,0.4005008566752926
short_only,4,129890,-0.005675114377995527,0.34966194688847346
short_only,5,111620,-0.0031889119031600936,0.38274105213431675
short_only,6,104670,-0.006269492072183545,0.3923337660472643
short_only,7,119073,-0.0038083756769795303,0.40568516901184853
short_only,8,131271,-0.0070851539862858744,0.36951902893916644
short_only,9,141379,-0.00817770964608854,0.37333010138492784
short_only,10,139568,-0.014596270928646947,0.3737053933842892
short_only,11,127973,-0.00794546243697449,0.3965722387330319
short_only,12,142681,-0.010837214512188683,0.3913322071634418
short_only,13,174676,-0.005936103105174662,0.37338270257023
short_only,14,174597,-0.0022485876233478965,0.38357612662860674
short_only,15,143491,-0.004016161745232902,0.4104135259424645
short_only,16,134704,-0.0068916633457596806,0.40467074993903024
short_only,17,123504,-0.00936274775998243,0.3965902875479118
short_only,18,104754,-0.013109340859822596,0.3949536016065203
short_only,19,92481,-0.012733570840114812,0.3859736252293873
short_only,20,79707,-0.008851372648309128,0.38730642332086296
short_only,21,74748,-0.010135779237645992,0.3888876530959059
short_only,22,62550,-0.007506932814192165,0.38390137263802093
short_only,23,59269,-0.00866201103640469,0.3867971719269407
combined,0,53908,3.986048586259122e-05,0.4084526789642854
combined,1,62845,0.007225421229132452,0.4177840758788737
combined,2,83051,0.0016174631411317688,0.3959946678098356
combined,3,93859,-0.0016844305505623527,0.40064792702490504
combined,4,129890,-0.010481777565512954,0.3496472819074788
