method,is_test,day,n,log_loss,brier,ece,clicks
expanding,False,5,768722,0.426209532471203,0.13498650617230498,0.00908572272441928,140884
expanding,False,6,644388,0.4180914362317855,0.13241160936723248,0.00991507360308967,117066
expanding,True,7,1057149,0.37573669169025165,0.11563331335090463,0.018308858319852524,161324
expanding,True,8,766064,0.38589411155403547,0.11902943088478143,0.009057279002882031,119956
expanding,True,9,843056,0.4066155134668914,0.12656659714913726,0.010985959842004294,142869
rolling_3,False,5,768722,0.42549771435142253,0.13472009454384873,0.00651877173424715,140884
rolling_3,False,6,644388,0.41685773147135124,0.1319556533584612,0.00805723103276537,117066
rolling_3,True,7,1057149,0.3760459229433304,0.11561454720392551,0.012630373764479196,161324
rolling_3,True,8,766064,0.3856214698303482,0.11900485500111216,0.009093128379904126,119956
rolling_3,True,9,843056,0.4070439113556531,0.126764453004561,0.011762222051879288,142869
rolling_7,False,5,768722,0.426209532471203,0.13498650617230498,0.00908572272441928,140884
rolling_7,False,6,644388,0.4180914362317855,0.13241160936723248,0.00991507360308967,117066
rolling_7,True,7,1057149,0.37573669169025165,0.11563331335090463,0.018308858319852524,161324
rolling_7,True,8,766064,0.38595876479547475,0.1190488005506769,0.010204775784439738,119956
rolling_7,True,9,843056,0.40692719021919677,0.1266773188403609,0.010492103584803486,142869
equal_ensemble,False,5,768722,0.4257824168793913,0.13483257978356003,0.008994600789319698,140884
equal_ensemble,False,6,644388,0.4173885521050149,0.1321706213939155,0.009608503060418962,117066
equal_ensemble,True,7,1057149,0.3751874462877969,0.1154335051548121,0.01721800504709813,161324
equal_ensemble,True,8,766064,0.3855100449290543,0.11894335746326667,0.009534270777487633,119956
equal_ensemble,True,9,843056,0.4064803393516199,0.12656921276692262,0.010710415912138515,142869
long_only,False,5,768722,0.4257824168793913,0.13483257978356003,0.008994600789319691,140884
long_only,False,6,644388,0.41685773147135124,0.1319556533584612,0.00805723103276537,117066
long_only,True,7,1057149,0.3760459229433304,0.11561454720392551,0.012630373764479196,161324
long_only,True,8,766064,0.3856214698303482,0.11900485500111216,0.009093128379904126,119956
long_only,True,9,843056,0.4070439113556531,0.126764453004561,0.011762222051879288,142869
short_only,False,5,768722,0.4261333814281919,0.13496794820212105,0.009058127459757752,140884
short_only,False,6,644388,0.41812216577154593,0.13241241542864493,0.009335978129272223,117066
short_only,True,7,1057149,0.37502381819806674,0.11545488327740652,0.014489013644396219,161324
short_only,True,8,766064,0.3858104264862787,0.11901860155054332,0.008609196100346994,119956
short_only,True,9,843056,0.40658893224102244,0.12656052409860769,0.010775669503753874,142869
combined,False,5,768722,0.4257459430334979,0.13482432988561108,0.008844481237815763,140884
combined,False,6,644388,0.41687098413949136,0.13195573400916905,0.008066521379844148,117066
combined,True,7,1057149,0.37595567620017806,0.11560423991935186,0.0128597127372851,161324
combined,True,8,766064,0.38562806455437,0.1190055332126177,0.009137266479641111,119956
combined,True,9,843056,0.4069384548150602,0.12673699876193642,0.010390695742799314,142869
time_of_day,False,5,768722,0.4257824168793913,0.13483257978356003,0.008994600789319693,140884
time_of_day,False,6,644388,0.41649878827198433,0.1318548990552002,0.010201326693360269,117066
time_of_day,True,7,1057149,0.37619568011856946,0.11569318886727886,0.013130390370854481,161324
time_of_day,True,8,766064,0.38572395753181565,0.11909223453800268,0.010522561939094876,119956
time_of_day,True,9,843056,0.40696049079253777,0.12673837632585075,0.009766512647231,142869
oracle_intercept,False,5,768722,0.42573793205323057,0.13483531952964825,0.0086230970098556,140884
oracle_intercept,False,6,644388,0.41683706543597054,0.13196126017634718,0.008866070543825254,117066
oracle_intercept,True,7,1057149,0.3758043354760127,0.11563522087999235,0.014745130623572045,161324
oracle_intercept,True,8,766064,0.38562141644925535,0.11900367069305517,0.009139844854498397,119956
oracle_intercept,True,9,843056,0.4067887054922775,0.12674925344082486,0.010997315355089405,142869
online_platt,False,5,768722,0.4256571606662036,0.13481148069940413,0.008115120558657665,140884
online_platt,False,6,644388,0.4167825056712705,0.1319362217305219,0.008027108977812267,117066
online_platt,True,7,1057149,0.3755469523954152,0.11557258648933486,0.012693165884494921,161324
online_platt,True,8,766064,0.3855261147254104,0.11900480825286139,0.008948521212433376,119956
online_platt,True,9,843056,0.4066762924241745,0.1267023740489491,0.009853992499116318,142869
