method,day,n,log_loss,brier,ece,clicks
ops,5,3835892,0.4255152012315504,0.13477215760031308,0.009490805329846889,702156
reset_ons,5,3835892,0.4254394714168443,0.13474501792098464,0.008147164541681844,702156
persistent_ons,5,3835892,0.425390320512048,0.13473492703710474,0.007839125477666905,702156
ap_ops,5,3835892,0.4254295455177621,0.1347466234318795,0.009186059388908827,702156
no_slope,5,3835892,0.42550796335691116,0.13476570938276206,0.009721186154287492,702156
ops,6,3225010,0.417683657398572,0.13227744102810618,0.008542596069352414,585643
reset_ons,6,3225010,0.4175425012652654,0.13222707319475266,0.00780549039676608,585643
persistent_ons,6,3225010,0.4175008572985488,0.13222558101684453,0.007728869891713007,585643
ap_ops,6,3225010,0.4175372301587363,0.1322372423541366,0.008253303286798384,585643
no_slope,6,3225010,0.4177279092682189,0.1322777109408594,0.008286354941410405,585643
ops,7,5287222,0.3741836796771003,0.11510580244611818,0.009832040027305856,804622
reset_ons,7,5287222,0.374281769610224,0.11517885637105377,0.008197239422004636,804622
persistent_ons,7,5287222,0.374219564245495,0.1151702897631709,0.008099618506010379,804622
ap_ops,7,5287222,0.37401262396866786,0.11509851081338535,0.009246985247335887,804622
no_slope,7,5287222,0.3747861820866881,0.11520441788312703,0.011631512371013933,804622
ops,8,3832608,0.3849496766374418,0.11883279171198462,0.007466535578452853,600041
reset_ons,8,3832608,0.38511201479833956,0.11889805840189252,0.00565185912346411,600041
persistent_ons,8,3832608,0.3849960817567379,0.11887200285437252,0.0039709409815248935,600041
ap_ops,8,3832608,0.38483421886382707,0.1188197343030083,0.005901566372701767,600041
no_slope,8,3832608,0.385196272270286,0.11887733682456356,0.009100532658338377,600041
ops,9,4218938,0.40577441338414044,0.1263398991747257,0.008893074849216975,714185
reset_ons,9,4218938,0.40568838954342074,0.12635355742125765,0.007680570338417221,714185
persistent_ons,9,4218938,0.40561596518121035,0.12634309487743137,0.008227615831995405,714185
ap_ops,9,4218938,0.40555380756171255,0.12630842602265827,0.007515090197266489,714185
no_slope,9,4218938,0.40606453810699517,0.12639448876173537,0.011241282127530929,714185
