day,block,R,S,L,L_R,L_S,L_L
16,3,0.49293388011642897,0.25353305994178554,0.25353305994178554,0.6173227277092338,0.6173227277092338,0.6173227277092338
16,4,0.4861673405341119,0.2569163297329441,0.2569163297329441,0.6159884705472346,0.6159884705472346,0.6159884705472346
16,5,0.7254596359962048,0.13727018200189758,0.13727018200189758,0.5967248371310727,0.607885088811803,0.607885088811803
16,6,0.858886342283268,0.07097003558571845,0.07014362213101365,0.6325013207369388,0.6428412181245946,0.6429876840965536
16,7,0.8679614689384906,0.06686309567994285,0.0651754353815666,0.6084074988759247,0.6113190146485882,0.6115271713405036
16,8,0.8458739033451669,0.07862485502286984,0.07550124163196324,0.6037221464618598,0.6036568567099236,0.6038976700317483
16,9,0.833258148116539,0.08572682678693629,0.08101502509652472,0.6255317288689848,0.626147087953924,0.626422478821019
16,10,0.824495950926202,0.0903290684708206,0.0851749806029775,0.6263645501850896,0.627264406598658,0.6273994764862193
16,11,0.7705137574300109,0.11827074047021238,0.11121550209977663,0.6031824695668276,0.6008975819541992,0.6010115937845972
16,12,0.7326835205985247,0.13790196160284127,0.12941451779863408,0.604671470035495,0.603518802187605,0.6036141263591188
16,13,0.6888849464538503,0.16171921868005074,0.14939583486609886,0.6235778323699108,0.6220754097068717,0.6223121078869128
16,14,0.6496146625248104,0.18196611016214378,0.16841922731304565,0.6083788298641198,0.6072008013694228,0.6072497811654326
16,15,0.5933157514287846,0.21246878775372674,0.19421546081748856,0.6271350253519269,0.625125976849663,0.6253177973673142
16,16,0.578967373491623,0.21886014095055503,0.20217248555782208,0.6131995394174955,0.613078744200785,0.6130307326211564
16,17,0.5530204329757711,0.23220435535236758,0.21477521167186117,0.6196962298221627,0.6190149205811758,0.6190547912411373
16,18,0.5154403915618072,0.2515381689275879,0.2330214395106048,0.6173079453998642,0.6161046694399355,0.616136468648033
16,19,0.48136300930951664,0.2693393636128985,0.24929762707758474,0.6295882504962248,0.6284614595124545,0.6285146809593862
16,20,0.45123498746736085,0.28492631944169494,0.2638386930909442,0.6199278515420794,0.618909452404972,0.6189469319057125
16,21,0.42449255126420576,0.29821763373841176,0.27728981499738253,0.6088849777433832,0.6079650085892383,0.6079613002357658
16,22,0.37251023871646455,0.3265739376901208,0.3009158235934147,0.6225757943198786,0.6204167891521724,0.6205460862060338
16,23,0.3790940843902469,0.3209136571102745,0.29999225849947875,0.6111659786352731,0.6115864703254998,0.6114745447622876
16,24,0.3498765518702429,0.33574074860911635,0.3143826995206408,0.6180264752112847,0.6167905010865665,0.616803526745971
16,25,0.3171112750289453,0.3528771263605816,0.33001159861047324,0.6157695363091785,0.614241288636211,0.6142828752734478
16,26,0.3194059333424336,0.35191951128460014,0.32867455537296625,0.6118554898069262,0.6119120856252963,0.6119551415852278
16,27,0.31650067387745673,0.35284967601571815,0.3306496501068253,0.6115512329109211,0.6113854298316889,0.6113799655201076
16,28,0.2889321489366722,0.36780369066381857,0.3432641603995093,0.6252777153507479,0.6238416313604085,0.6239109010511236
16,29,0.2838000834923944,0.3703183689960377,0.34588154751156786,0.6147292486417995,0.6143601989306106,0.6143804468680464
16,30,0.279893128516427,0.3712957917823452,0.348811079701228,0.6197823570958855,0.6194873192734646,0.6194548762369124
16,31,0.2782479762636824,0.3704662075748596,0.3512858161614581,0.614461594059478,0.6142926958686671,0.6142213087628742
16,32,0.28386186224291915,0.3672393454679756,0.3488987922891053,0.6154358906881333,0.61560487217253,0.6156066316320281
16,33,0.2943732867925919,0.36180489973891006,0.34382181346849816,0.6139648769545445,0.6143840248937004,0.6144028045195458
16,34,0.2914804080202656,0.36427620645199493,0.34424338552773964,0.6043544196231887,0.6040862767164541,0.6041656109537838
16,35,0.285964719026647,0.36713618022974204,0.34689910074361113,0.60873116852842,0.608347632208702,0.6083723684737865
16,36,0.2849767655746751,0.37060667147688664,0.3444165629484383,0.605821872861022,0.6055733411922983,0.6057694388648055
16,37,0.2775455307960611,0.37656717574633464,0.3458872934576043,0.6039874366363802,0.6034235660279997,0.6035751521557084
16,38,0.26798630191707845,0.38185100358934193,0.3501626944935797,0.6017488345034783,0.6010943603481961,0.6011456918472908
16,39,0.26096416489113133,0.3853542225943248,0.3536816125145438,0.6035995384530719,0.6030595588769703,0.6030850414190962
16,40,0.2542956529352255,0.38929888496212545,0.3564054621026491,0.603874603759037,0.6033118951265174,0.6033718465203989
16,41,0.24814771351922693,0.39253348749859324,0.3593187989821799,0.6009169278184009,0.6003697469995348,0.6004056644313164
16,42,0.23730546273984218,0.39852482248256216,0.36416971477759563,0.5978591124641296,0.5970079278396583,0.5970600510675056
16,43,0.23367457492524155,0.40029285541879056,0.36603256965596787,0.6014355569782224,0.6009726899948867,0.6010002462563546
16,44,0.2261510794189846,0.40458756037218224,0.36926136020883316,0.5974821603102689,0.5967584459695382,0.5968120260072478
16,45,0.2252831447756208,0.4036012783460012,0.371115576878378,0.6007434369421265,0.6004379729952459,0.6003952907337764
16,46,0.2282923121061024,0.4013283248425744,0.37037936305132313,0.6035849008057769,0.6034935199662944,0.6034874467079688
16,47,0.22879793293475661,0.4012073961889836,0.3699946708762598,0.5995262930447192,0.599272453091993,0.5993106788773547
16,48,0.2222171750247122,0.40406977344674894,0.37371305152853873,0.596772552845474,0.5961085433323728,0.5961091205967054
16,49,0.2283247122676713,0.40036955952900644,0.3713057282033223,0.6060316675365695,0.6061152217012901,0.606116532343932
16,50,0.23516113415123405,0.3955646314700697,0.3692742343786964,0.6058768681976855,0.6060366586557941,0.605997195583362
16,51,0.24601032022617078,0.38751846662614736,0.36647121314768194,0.6095222053904458,0.6099586214720454,0.6098510714674092
16,52,0.23886777327864123,0.39080073293939577,0.37033149378196306,0.5917276722448632,0.5911071607286266,0.5911074773792802
16,53,0.24182837104012342,0.38911234692509555,0.36905928203478106,0.6063901412407722,0.6063244077626054,0.6063360223765202
16,54,0.24730187065629705,0.38587003200969344,0.36682809733400956,0.6126141338224561,0.6127063070184089,0.6127030253132774
16,55,0.25609038696084974,0.37881984247774503,0.3650897705614053,0.6098896053261458,0.6102357506352344,0.6101134367694441
16,56,0.2630701407228871,0.3749725913071256,0.36195726796998723,0.6122262525501748,0.6124292339178726,0.6124274197967172
16,57,0.2660114979450294,0.3730760737931264,0.3609124282618442,0.601521104409351,0.6015232659640959,0.6015147463192825
16,58,0.26903186301604015,0.37326233023880756,0.35770580674515234,0.6125100121640221,0.6124642917472977,0.6125756560693913
16,59,0.2756267633107971,0.36890224074297906,0.3554709959462239,0.6091116590870019,0.6093356120279371,0.6092958490269996
16,60,0.27950594177334825,0.3668720008953891,0.35362205733126273,0.6019129263218775,0.6019818513160254,0.6019938372251491
16,61,0.2891592868633612,0.3580897931813286,0.3527509199553102,0.5985860863261091,0.5990694928486348,0.5988580859864349
16,62,0.293715131956061,0.3555572531417669,0.3507276149021722,0.6001500299839229,0.6002897981740714,0.6002820477521479
