method,is_test,day,n,log_loss,brier,ece,clicks
expanding,False,5,766066,0.42628853551967316,0.13502184684762825,0.011266908974145931,140037
expanding,False,6,644778,0.41914170722346056,0.13285473495235722,0.011198120342155962,117452
expanding,True,7,1057593,0.3742527127874837,0.11513543555997957,0.014937933707671226,160844
expanding,True,8,767339,0.38598880416244336,0.11908189575344266,0.009920981355785553,120207
expanding,True,9,843496,0.40702437429466465,0.1267155541501713,0.012147195146459223,143017
rolling_3,False,5,766066,0.4256625737996055,0.13474429427980777,0.00914245991033911,140037
rolling_3,False,6,644778,0.41791685127572287,0.13239389085822534,0.012389295441586566,117452
rolling_3,True,7,1057593,0.3762096657693469,0.11555518740710441,0.02328805434258209,160844
rolling_3,True,8,767339,0.38710997235902816,0.11934867881233045,0.02041724990568248,120207
rolling_3,True,9,843496,0.40773153057865125,0.1269912781923729,0.014594897119275795,143017
rolling_7,False,5,766066,0.42628853551967316,0.13502184684762825,0.011266908974145931,140037
rolling_7,False,6,644778,0.41914170722346056,0.13285473495235722,0.011198120342155962,117452
rolling_7,True,7,1057593,0.3742527127874837,0.11513543555997957,0.014937933707671226,160844
rolling_7,True,8,767339,0.38601866263455364,0.1190684407237417,0.009916584014035734,120207
rolling_7,True,9,843496,0.4079000979514538,0.1269070519500177,0.016829330559160673,143017
equal_ensemble,False,5,766066,0.4258587327860724,0.13485214514178684,0.010315895354832254,140037
equal_ensemble,False,6,644778,0.41847247803196413,0.1326233989478258,0.011926129170165237,117452
equal_ensemble,True,7,1057593,0.37426934887435614,0.11509391365137314,0.018486561061729266,160844
equal_ensemble,True,8,767339,0.3859250039836448,0.11904304607486565,0.012137001955450914,120207
equal_ensemble,True,9,843496,0.40714159147529394,0.12676300937197157,0.01398721599759231,143017
long_only,False,5,766066,0.4258587327860724,0.13485214514178684,0.010315895354832247,140037
long_only,False,6,644778,0.41791685127572287,0.13239389085822534,0.012389295441586566,117452
long_only,True,7,1057593,0.3762096657693469,0.11555518740710441,0.02328805434258209,160844
long_only,True,8,767339,0.38594628747473697,0.11905652981177195,0.009721653371559901,120207
long_only,True,9,843496,0.4070244051467461,0.12671555687654618,0.012146015414719494,143017
short_only,False,5,766066,0.4262359526148117,0.13500735228996036,0.010812798905790275,140037
short_only,False,6,644778,0.419146643190083,0.13283880876588516,0.009789729960328545,117452
short_only,True,7,1057593,0.3737981077176352,0.11503325528948137,0.01270690456460776,160844
short_only,True,8,767339,0.38593835266661397,0.11907950731676968,0.009676340608989021,120207
short_only,True,9,843496,0.4068267644602132,0.1266626644136452,0.011161709440715787,143017
combined,False,5,766066,0.42579041989755223,0.13483446451157374,0.010350648616555888,140037
combined,False,6,644778,0.41793089395647814,0.13237913101554422,0.012021097544211563,117452
combined,True,7,1057593,0.3750647559817488,0.11526247693175837,0.015836889760111033,160844
combined,True,8,767339,0.38586338744391174,0.11904820392916135,0.009526899526917971,120207
combined,True,9,843496,0.4068267382524789,0.12666265427437945,0.011162698911368662,143017
time_of_day,False,5,766066,0.4258587327860724,0.13485214514178684,0.010315895354832245,140037
time_of_day,False,6,644778,0.41784738715421327,0.13242019156670984,0.01601515203287319,117452
time_of_day,True,7,1057593,0.37626574938933505,0.11558708984947998,0.022546217887802762,160844
time_of_day,True,8,767339,0.38585612360659055,0.11912263716332126,0.010080917878204488,120207
time_of_day,True,9,843496,0.40671416351390477,0.12666578323476652,0.008671276819726235,143017
oracle_intercept,False,5,766066,0.4257685673773144,0.13483884082135858,0.00962737732381156,140037
oracle_intercept,False,6,644778,0.41788052665920483,0.13236047612140936,0.011999270543562207,117452
oracle_intercept,True,7,1057593,0.374056560063467,0.11512476555891918,0.013623522314507476,160844
oracle_intercept,True,8,767339,0.38577255514895403,0.11906067951494131,0.008819091560555678,120207
oracle_intercept,True,9,843496,0.4066692622483429,0.12665578413768708,0.0090148953857329,143017
online_platt,False,5,766066,0.4257145454370915,0.13482529809023688,0.009533640333321566,140037
online_platt,False,6,644778,0.4178868994152997,0.13236213348707773,0.011993795754305623,117452
online_platt,True,7,1057593,0.3739354635411895,0.11510196638274765,0.011721226448369601,160844
online_platt,True,8,767339,0.38562089106364794,0.11902046571603311,0.007418594818803427,120207
online_platt,True,9,843496,0.4065608575727209,0.1266095644470121,0.009496361160809902,143017
