day,regret,l_long,l_oracle,l_method,captured_gain,denom_negligible
7,0.002209189325868055,0.3762096657693469,0.374056560063467,0.37626574938933505,-0.026047778255846046,False
8,8.35684576365181e-05,0.38594628747473697,0.38577255514895403,0.38585612360659055,0.5189815294309198,False
9,4.490126556189189e-05,0.4070244051467461,0.4066692622483429,0.40671416351390477,0.8735684543777286,False
