method,log_loss,ci_lo,ci_hi,brier,roc_auc,ece,mean_excess_vs_oracle
validation_selected(h=rolling_14),0.3610528379950312,0.35752847919568936,0.36455596675603996,0.11460345264483023,0.8936623829206618,0.03300927226995906,0.0
rolling_14,0.3610528379950312,0.35752847919568936,0.36455596675603996,0.11460345264483023,0.8936623829206618,0.03300927226995906,0.0
han_arw,0.3610528379950312,0.35752847919568936,0.36455596675603996,0.11460345264483023,0.8936623829206618,0.03300927226995906,0.0
m5b_smooth0.01,0.3620561742824838,0.35860062158846673,0.3655513031254635,0.1147858319518661,0.8935807992405665,0.03478316221202308,0.0010033362874527162
m5b_smooth0.001,0.36210197196720895,0.3586199592284655,0.3656329595600885,0.11481099192185426,0.8934910969985042,0.03471597306891779,0.001049133972177688
m5b_smooth0,0.3621657396093894,0.35865679647013077,0.3657200670971198,0.11483639918474162,0.8934327476548052,0.034821613051014985,0.0011129016143582478
amgtp_fixed_beta0,0.3621657396093894,0.35865679647013077,0.3657200670971198,0.11483639918474162,0.8934327476548052,0.034821613051014985,0.0011129016143582478
learn_alpha,0.3628536485549187,0.35932372336384283,0.3663399601314488,0.11500025586087831,0.8934162928654772,0.036349888838725725,0.0018008105598875605
m5b_smooth0.3,0.3631188370569135,0.35945126090723173,0.36687963306688803,0.11502650900244057,0.8931096416162146,0.03618550504209496,0.0020659990618823254
amgtp,0.36316288163192934,0.3597356266925363,0.36663022690262603,0.11510114014284625,0.8931252489636589,0.03594538774293093,0.002110043636898091
ensemble3,0.36320446042092225,0.3596835541218445,0.3667591043859068,0.11508497019547508,0.8930659953630777,0.036241960748015514,0.0021516224258911133
amgtp_no_state,0.3632350173178407,0.3597841521206627,0.36671622821730393,0.11512156315306454,0.8930970676736006,0.03618874098400463,0.0021821793228095393
amgtp_hidden16,0.36328199127480937,0.3598261238309145,0.36676866757537535,0.11513498364611964,0.8930775956975867,0.036173965878256956,0.0022291532797782255
amgtp_hidden8,0.3632820674815735,0.3598261112701944,0.3667686067501646,0.11513500870160644,0.8930772925136728,0.036170941022745914,0.002229229486542436
amgtp_global_q,0.3639305494133127,0.3604888545279857,0.3673753369214959,0.11529998857573072,0.8928304513151727,0.03719475612184618,0.002877711418281581
fixed_share,0.3645668318341096,0.3611119610601228,0.3680604371438517,0.11553583458523664,0.8924235517421929,0.037263302934062104,0.003513993839078473
amgtp_fixed_beta_hi,0.365061259608972,0.36169988819973026,0.3685169616700661,0.11565494118606896,0.8923161938139976,0.03811595869904886,0.004008421613940917
m5b_smooth0.1,0.36774015485539124,0.3639956665426769,0.37145813069482897,0.11648977137593765,0.8898190649080608,0.036866247961314075,0.006687316860360066
rolling_7,0.3738308324126868,0.369745402562358,0.37777564217951337,0.11938114477805391,0.88151661291428,0.021575330194199986,0.012777994417655534
adamoe,0.38832771590158177,0.3854784217648198,0.39132212921833864,0.12395685024484825,0.8754568414175944,0.036808280705071236,0.027274877906550598
amgtp_uniform_q,0.3899228072258849,0.38707996215862145,0.39289751089950614,0.12458582260140309,0.8740180729720167,0.036598862481701695,0.028869969230853814
uniform5,0.3899228095287781,0.38707996435958064,0.39289751326927735,0.12458582352850385,0.8740180729720167,0.036598865534726376,0.028869971533746926
m1_global_mix,0.40669427647585904,0.4037920796593748,0.40942188609171204,0.13084606865137466,0.8572510764943906,0.024453260362575117,0.045641438480827856
m2_context_gate,0.40688982019476383,0.4040858130309729,0.40957553543154535,0.1308878659068706,0.857174814724271,0.025051047174158125,0.045836982199732645
diff_forgetting,0.41529569368176206,0.4130951406427974,0.41773223944941457,0.13248692990363553,0.8777118933395135,0.08596152472526591,0.05424285568673089
rolling_3,0.43067592912740815,0.4254353749017321,0.43568514302373684,0.13794380682505236,0.8447848503613279,0.043394665061596734,0.06962309113237697
decay_hl7,0.4469332835232909,0.44386740202164277,0.45016084149897206,0.1427967054058969,0.8928515132760791,0.14049343532931588,0.08588044552825971
expanding,0.4736622451034389,0.4687625385224029,0.4785499947697081,0.15536820451080835,0.7936108770882978,0.030021841042137332,0.11260940710840776
decay_hl3,0.49929349538306333,0.49523227883569654,0.5034635742293266,0.1629112792655962,0.8776144347397465,0.16209682038434098,0.13824065738803215
decay_hl1,0.5602676131636128,0.5556744955622626,0.5649388028879279,0.18728014695831782,0.8283468940451794,0.1653259020531759,0.19921477516858174
rolling_1,0.6857438116625157,0.6775240779372529,0.6938427777952815,0.1957632581016138,0.7493023583984371,0.145391148777817,0.32469097366748473
