day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,m5b_low_loss,m5b_high_loss,oracle_persistence
76,rolling_14,0.4158251000443869,14,0.41535052227871244,0.41544742067409113,low
77,rolling_14,0.3930075549891128,14,0.391796707679787,0.3917780935398218,high
78,rolling_3,0.41047844595531374,3,0.41002740916707514,0.41016585066593725,low
79,rolling_14,0.4637303841772549,14,0.4627564631344666,0.46273622126104536,high
80,rolling_14,0.426564888310228,14,0.4257972652145209,0.4250363791611438,high
81,rolling_1,0.39206880878044237,1,0.3939427706955232,0.3942178301953308,low
82,rolling_7,0.3770145037422941,7,0.3771655653655442,0.37760433001568533,low
83,rolling_14,0.39988869252601295,14,0.40009721907331,0.40044257058237687,low
84,expanding,0.44445693572560097,60,0.4469925517530344,0.4459209949970901,high
85,expanding,0.3687529450787561,60,0.3697206959989108,0.370695901238464,low
86,expanding,0.4241482584335462,60,0.42219998958321664,0.42181910500737363,high
87,rolling_7,0.39409353484039344,7,0.39464802889057465,0.39373327002855835,high
88,expanding,0.33763870395720696,60,0.3413166521172789,0.3423036559435643,low
89,rolling_14,0.37103772506081956,14,0.3709261047484858,0.3707167624403943,high
90,expanding,0.3654808741942651,60,0.36581073492578087,0.36623233960721696,low
91,rolling_7,0.37768378461537555,7,0.37737886872516335,0.3774715348518398,low
92,rolling_14,0.378635253060809,14,0.3790498854618838,0.378680675783478,high
93,rolling_3,0.35273287524452623,3,0.35433431733388837,0.35366305432893774,high
94,rolling_3,0.355698489603542,3,0.3547960912219024,0.35460035260883266,high
95,rolling_14,0.3408619963237931,14,0.34008627136358727,0.34014385528526925,low
96,rolling_14,0.3585857157018384,14,0.35847972231051484,0.35855030899354984,low
97,rolling_14,0.42092815965830277,14,0.4222730531495093,0.4218594178306693,high
98,rolling_14,0.3708383876854682,14,0.3701967779480921,0.3697454849042039,high
99,rolling_14,0.37750294046231175,14,0.3771953361160621,0.3783601600542478,low
100,rolling_7,0.36870233952785836,7,0.36945008834637827,0.3704447113558801,low
101,rolling_7,0.3751188455136183,7,0.3745597627121027,0.37470989825965323,low
102,rolling_7,0.3832511008325583,7,0.3827486307676534,0.382710998172955,high
103,expanding,0.39731244634074103,60,0.3962219589262377,0.3961857025870681,high
104,rolling_7,0.38713457132403956,7,0.38600119253080484,0.3862115619530237,low
105,rolling_3,0.3766587434750626,3,0.37515203814763914,0.3754714649624874,low
106,rolling_7,0.37960888225303724,7,0.378692565146019,0.3788573103577597,low
107,rolling_3,0.40202562439378725,3,0.4011512949483751,0.40103005197125585,high
108,rolling_14,0.4468512804660961,14,0.44483116704713477,0.4445825689312878,high
109,rolling_7,0.3922780651703729,7,0.3922016356974885,0.39247058397223505,low
110,rolling_7,0.3258917143348692,7,0.3244714252734184,0.32434507411484903,high
111,rolling_14,0.4127142430131789,14,0.41274442776950226,0.41241770253462895,high
112,rolling_3,0.4252867562902948,3,0.4232659370367819,0.42324071200398156,high
113,rolling_14,0.3996125622382001,14,0.3981668756636407,0.3983040669656839,low
114,rolling_7,0.3917575633445437,7,0.3921728626950192,0.39190969024682204,high
115,rolling_7,0.40940813021272837,7,0.40863098280635296,0.40865972923631105,low
116,rolling_14,0.43487598461851484,14,0.4358231260077342,0.4353410302213483,high
117,rolling_3,0.44516409319801453,3,0.4446748509700963,0.4447501029621777,low
118,rolling_3,0.42744812333842985,3,0.427468795479971,0.42786309041729775,low
119,rolling_3,0.4074552574249288,3,0.406235671061736,0.40657597031906545,low
