day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,m5b_low_loss,m5b_high_loss,oracle_persistence
13,expanding,0.43297556494159295,60,0.43113467727543714,0.43113467727543714,low
14,expanding,0.37828518849154613,60,0.3781453040694063,0.3782966693986275,low
15,rolling_3,0.41106932544669067,3,0.4096805262100253,0.409397373477148,high
16,expanding,0.3585898466525394,60,0.36156088580080803,0.3617760783523912,low
17,rolling_7,0.3461902069956128,7,0.34570416220640837,0.3454580757318412,high
18,rolling_7,0.3448047558850622,7,0.34394214353832026,0.34367305363282385,high
19,expanding,0.43163130891686785,60,0.43310189943433447,0.4322427613026207,high
20,rolling_14,0.42075485944590646,14,0.42030927761007475,0.42013021670648537,high
21,rolling_3,0.4064397295712478,3,0.40747240310405153,0.40711299964161257,high
22,rolling_1,0.39061702002802967,1,0.39137123209232855,0.39096518816104625,high
23,rolling_14,0.40815766469721526,14,0.4069686501731993,0.40619246651740176,high
24,rolling_14,0.44132559820165146,14,0.44234059548799715,0.44331153104072896,low
25,expanding,0.453759130580848,60,0.4536175026959386,0.4564098290384925,low
26,expanding,0.43033367325644273,60,0.42990652935558527,0.4297599736137064,high
27,rolling_7,0.4395678242940574,7,0.43936356713165614,0.43964008005991256,low
28,rolling_14,0.42008051340125296,14,0.41968734592012535,0.4193356715544604,high
29,rolling_14,0.4557880866369111,14,0.45450814695200314,0.4545656257210633,low
30,rolling_14,0.4555986836336315,14,0.4554050883421799,0.45591728206672605,low
31,rolling_14,0.42569324068985526,14,0.42510285991840135,0.42508893542824777,high
32,rolling_3,0.4356538195466549,3,0.4368971562135048,0.43629569091118986,high
33,rolling_7,0.42393425189875955,7,0.4253764890616852,0.4252112969963393,high
34,rolling_14,0.36645514065036505,14,0.36746368772194365,0.36788333190627326,low
35,rolling_14,0.39795765121476323,14,0.39691662933285043,0.39714363224564025,low
36,rolling_14,0.4329745497278284,14,0.4322236958319134,0.43378814034371155,low
37,expanding,0.4406571062362522,60,0.439257408849107,0.440214846708067,low
38,rolling_14,0.4150635358975438,14,0.4214405430993966,0.42255789437657365,low
39,rolling_14,0.41876721388605115,14,0.418803975194188,0.4192959605307002,low
40,rolling_14,0.4092564683735246,14,0.40859898805171846,0.4090158323558037,low
41,rolling_14,0.41900312331417916,14,0.41871824137904873,0.4201409050472024,low
42,rolling_14,0.4187583981083086,14,0.4185177697390215,0.4185543428627503,low
43,rolling_7,0.428609247719467,7,0.4281346737870051,0.42810015985436195,high
44,expanding,0.3922884746323402,60,0.3932387519040747,0.3936287939368074,low
45,rolling_1,0.3729875664132482,1,0.37436461151976,0.37580643456418916,low
46,rolling_7,0.3641432068438493,7,0.36115166418881783,0.3641715463979635,low
47,rolling_14,0.37976559732537596,14,0.3796515711235258,0.37986734208923956,low
48,expanding,0.4343636419167156,60,0.4347529997275788,0.43753732315700844,low
49,rolling_3,0.35370438863390213,3,0.3571596033749164,0.35455221103785534,high
50,rolling_14,0.43007955564070455,14,0.43183121094688487,0.4308314844204538,high
51,expanding,0.4500966683249611,60,0.4483143041079998,0.44815566618637565,high
52,rolling_14,0.41471023964586445,14,0.41402285359756535,0.4154716263760838,low
53,rolling_14,0.4056876789343562,14,0.40582768009557907,0.40656758075837435,low
54,expanding,0.4344478065152876,60,0.43377573163029015,0.43569060626426415,low
55,rolling_14,0.42877227247045735,14,0.42744041070216016,0.427716453875903,low
56,rolling_14,0.4297835086421494,14,0.43127736259329935,0.43405314946706225,low
57,rolling_14,0.4114591053852072,14,0.4114892586232333,0.41308059022604315,low
58,rolling_7,0.3970635892804565,7,0.3969986295436383,0.39669265030821843,high
59,rolling_14,0.404789819650375,14,0.40324039258096345,0.4038859528961233,low
60,rolling_14,0.4193874785140131,14,0.41652976972451705,0.41755235092014475,low
61,rolling_14,0.43726286292760735,14,0.4394646075738026,0.4389167852267682,high
62,rolling_14,0.4475244889449125,14,0.44811165385959856,0.4473024106452684,high
63,rolling_14,0.4343718946059974,14,0.43345632853635596,0.43412919329598754,low
64,rolling_14,0.42763548855131134,14,0.42708499124564814,0.42725607941272725,low
65,rolling_7,0.4105184143067702,7,0.41053839129503217,0.41014891621408606,high
66,rolling_7,0.420231514107826,7,0.4195847421723329,0.41942194281851747,high
67,rolling_14,0.429884231710993,14,0.4298713109180958,0.4302151531276266,low
68,rolling_14,0.42384600104674647,14,0.42505120383769324,0.42527505307741587,low
69,rolling_1,0.4176015907415462,1,0.41668630134988743,0.4174335193165067,low
70,rolling_3,0.3860526798712938,3,0.3869555350951522,0.38668760698718385,high
71,rolling_14,0.40061673070451526,14,0.3995707493758954,0.3991036718117385,high
72,rolling_14,0.4375533288969453,14,0.4396145979551796,0.440458482967517,low
73,rolling_14,0.4016621319336573,14,0.40115209594606116,0.4013717626427785,low
74,rolling_14,0.4279160639610414,14,0.4261948983327648,0.42566885789215686,high
75,rolling_14,0.42576331847880744,14,0.42558759243874533,0.42558320631658864,high
