method,day,n,log_loss,brier,ece,clicks
long_only,7,5287222,0.3749964326322913,0.11521418366710702,0.01316728126573808,804622
long_only,8,3832608,0.3853040159316905,0.11889729072642033,0.0096884716761365,600041
long_only,9,4218938,0.4065454999264295,0.12653740288404075,0.012725824957516582,714185
ops,7,5287222,0.37425841064411103,0.11513132815922142,0.011315474557357114,804622
ops,8,3832608,0.3851169039742766,0.11889393368676132,0.00828016454134165,600041
ops,9,4218938,0.4059338750799545,0.1264225740940857,0.008719466937361246,714185
dualtime,7,5287222,0.37449209701187103,0.11515809259838777,0.012488597628396969,804622
dualtime,8,3832608,0.38524228972199615,0.1188972131794939,0.009253992594772045,600041
dualtime,9,4218938,0.40608775250628926,0.12644322067539498,0.009258733409251072,714185
frozen_v5,7,5287222,0.3741643487198672,0.11511769128721083,0.01112324812305708,804622
frozen_v5,8,3832608,0.3850938222907225,0.11892938014489551,0.008377097237626379,600041
frozen_v5,9,4218938,0.4058071347591375,0.12640733761078174,0.00867910809945708,714185
