method,day,n,log_loss,brier,ece,clicks
ops,5,3835892,0.425474536747797,0.13475670872631784,0.009555620125047355,702156
reset_ons,5,3835892,0.4254159631842847,0.1347378115022644,0.00804100244778506,702156
persistent_ons,5,3835892,0.42537585782552306,0.13472789533163546,0.007861422012675007,702156
ap_ops,5,3835892,0.42540272854627315,0.13473606667034685,0.009305020925258088,702156
no_slope,5,3835892,0.4254913346586008,0.13475414676100853,0.010012242159044057,702156
ops,6,3225010,0.4175834846491611,0.13224189317284532,0.008056069300384097,585643
reset_ons,6,3225010,0.41742882180279045,0.13218643746228023,0.007176727242001849,585643
persistent_ons,6,3225010,0.41738620361332274,0.13218236859517843,0.007121192095603192,585643
ap_ops,6,3225010,0.41743121719091614,0.13219947818549194,0.007654056755636942,585643
no_slope,6,3225010,0.4176524114762239,0.13224682699071472,0.007692521638615185,585643
ops,7,5287222,0.3743081888644871,0.1151450681363869,0.010508648225887832,804622
reset_ons,7,5287222,0.37452002322933253,0.11522772704960878,0.008187336738294965,804622
persistent_ons,7,5287222,0.3744569701952983,0.11521704257278129,0.007898710340511528,804622
ap_ops,7,5287222,0.3741794560710341,0.11513654349768802,0.009669939778315657,804622
no_slope,7,5287222,0.374895554080095,0.11524822599482695,0.012355414533476454,804622
ops,8,3832608,0.3849456540596284,0.11883054930676532,0.007212461241628035,600041
reset_ons,8,3832608,0.3851097527992626,0.11889915275928832,0.00530588865441152,600041
persistent_ons,8,3832608,0.3850092114545514,0.11887712281023423,0.0037971373407378194,600041
ap_ops,8,3832608,0.3848415347484005,0.11882323822943676,0.005462517928767438,600041
no_slope,8,3832608,0.385211743672495,0.11887895886511776,0.00929164669116748,600041
ops,9,4218938,0.4057695678113434,0.12633896676566292,0.00918656650919823,714185
reset_ons,9,4218938,0.40570414749710204,0.12635279378229936,0.007565402155584643,714185
persistent_ons,9,4218938,0.4055978499631303,0.1263314668383968,0.008131554464064647,714185
ap_ops,9,4218938,0.4055396027997032,0.12629944981390157,0.007588545127234929,714185
no_slope,9,4218938,0.40603172122530173,0.12638778570582254,0.011235840465488077,714185
