day,oracle_horizon,oracle_horizon_loss,oracle_horizon_nominal,oracle_horizon_A,oracle_horizon_loss_A,oracle_horizon_B,oracle_horizon_loss_B,m5b_low_loss,m5b_high_loss,oracle_persistence
4,expanding,0.3542866167995852,60,expanding,0.3630983289129857,expanding,0.3452968903000553,0.36329877021509566,0.36329877021509566,low
5,expanding,0.34935470520859085,60,expanding,0.3558765624949166,expanding,0.3425575891395883,0.35179078206847847,0.36071137940833276,low
6,expanding,0.3201050998178619,60,expanding,0.3263459646005272,expanding,0.31394689549589405,0.3202159107302294,0.323743069059826,low
7,expanding,0.3337469484405113,60,expanding,0.33993099390028014,expanding,0.32718914199141585,0.33406700553719854,0.34131081043991307,low
8,expanding,0.34446496253437936,60,expanding,0.3558679181700532,expanding,0.333494558518633,0.3456631204348625,0.3500591643070229,low
9,expanding,0.3338732478824618,60,expanding,0.3351871719429235,expanding,0.33249837782192404,0.3348128618852459,0.33865525837025595,low
10,expanding,0.33029142178723897,60,expanding,0.3418347109507272,expanding,0.31876351342210313,0.3323563865508482,0.3361451528258185,low
11,expanding,0.33927467722716703,60,expanding,0.34447179539417483,expanding,0.3340148171909397,0.3406154841791149,0.344684709257775,low
12,expanding,0.33146909977799444,60,expanding,0.33721271105737854,expanding,0.32583171116427934,0.33188616501048757,0.3357162495694933,low
13,expanding,0.31797144483124007,60,expanding,0.33012548947424664,expanding,0.3067223226391891,0.31937783020616145,0.3239732918511434,low
14,expanding,0.9267457356416308,60,expanding,0.8948124599234898,expanding,0.9624199596796107,0.9172763742543748,0.9195981007344982,low
15,rolling_1,0.5926533065242975,1,rolling_1,0.5766663321535702,rolling_1,0.6086616110809763,0.6788915476756506,0.7512894151635081,low
16,rolling_3,0.5237648814851873,3,rolling_3,0.5215543764681767,rolling_3,0.5261152533946084,0.5035933957796134,0.5862776104557591,low
17,rolling_3,0.3985486294633973,3,rolling_3,0.3910461865489151,rolling_3,0.4058536396696037,0.4614001782975294,0.4528892687668348,high
18,rolling_3,0.37830020963029315,3,rolling_3,0.3738673630421278,rolling_3,0.3824692645715561,0.3789510523895537,0.3923109552042115,low
19,rolling_3,0.42984427854562124,3,rolling_3,0.4158696378430792,rolling_3,0.44378170316107257,0.4282631163160675,0.43111371672364274,low
20,rolling_7,0.38883119463774346,7,rolling_7,0.38687082292972186,rolling_7,0.39078895425821275,0.41542247350263023,0.4102509498801669,high
21,rolling_7,0.34513063007450295,7,rolling_7,0.34682631589844337,rolling_7,0.3434417134554486,0.39951263630535594,0.4032681304586051,low
22,rolling_7,0.3709921815982074,7,rolling_7,0.3597248974145847,rolling_7,0.38222945969878436,0.43616158303853264,0.4301099624301114,high
23,rolling_7,0.34796404693939437,7,rolling_7,0.35033555917081477,rolling_7,0.3454825327763665,0.4039074835298042,0.39778266067481133,high
24,rolling_7,0.3524142230765043,7,rolling_7,0.3423938504850966,rolling_7,0.3625016215715335,0.414352618118078,0.40424963157961386,high
25,rolling_7,0.36162458198014097,7,rolling_7,0.35493151156460406,rolling_7,0.36875065213350317,0.4257220111377354,0.417122144947773,high
26,rolling_7,0.36287470598007115,7,rolling_7,0.365687635166588,rolling_7,0.3601027327446485,0.4230523213730688,0.4116518122637759,high
27,rolling_14,0.34440646354867066,14,rolling_14,0.3560167582129004,rolling_7,0.3287349741797616,0.39660064682234025,0.3868563895026562,high
28,rolling_14,0.35328143698711795,14,rolling_14,0.3551715755286762,rolling_14,0.3513115240482986,0.41803183735797333,0.4053844780525359,high
29,rolling_14,0.3325705848561922,14,rolling_14,0.32999831802167634,rolling_14,0.3352983183675194,0.39399054144397744,0.3840103126188516,high
30,rolling_14,0.32871306444275167,14,rolling_14,0.3234493397315093,rolling_14,0.33398381213559675,0.38882336422607994,0.3884383259240711,high
31,rolling_14,0.3333863039458189,14,rolling_14,0.3413184638399753,rolling_14,0.32544356078295794,0.35622726185667336,0.38518998996870446,low
32,expanding,0.5228233030219206,60,expanding,0.5352990687879564,expanding,0.5101294001274941,0.9829202035656587,0.9866538205243852,low
