day,selected_window
7,expanding
8,expanding
9,expanding
10,expanding
11,expanding
12,expanding
13,expanding
14,expanding
15,expanding
16,rolling_14
17,rolling_3
18,rolling_3
19,rolling_3
20,rolling_3
21,rolling_3
22,rolling_3
23,rolling_3
24,rolling_7
25,rolling_7
26,rolling_7
27,rolling_7
28,rolling_7
29,rolling_7
30,rolling_7
31,rolling_7
32,rolling_7
33,expanding
34,expanding
35,expanding
36,rolling_3
37,rolling_3
38,rolling_3
39,rolling_3
40,rolling_3
41,rolling_3
42,rolling_7
43,rolling_7
44,rolling_7
45,rolling_7
46,rolling_7
47,rolling_7
48,rolling_7
49,rolling_7
50,rolling_7
51,rolling_7
52,rolling_7
53,expanding
54,expanding
55,expanding
56,rolling_3
57,rolling_3
58,rolling_3
59,rolling_3
60,rolling_3
61,rolling_3
62,rolling_3
63,rolling_7
64,rolling_7
65,rolling_7
66,rolling_7
67,rolling_7
68,rolling_7
69,rolling_7
70,expanding
71,expanding
72,expanding
73,expanding
74,rolling_3
75,rolling_3
76,rolling_3
77,rolling_3
78,rolling_3
79,rolling_7
80,rolling_7
81,expanding
82,expanding
83,expanding
84,expanding
85,rolling_3
86,rolling_3
87,rolling_3
88,rolling_3
89,rolling_3
90,rolling_7
91,rolling_7
92,expanding
93,expanding
94,expanding
95,rolling_3
96,rolling_3
97,rolling_3
98,rolling_3
99,rolling_3
100,rolling_3
101,rolling_7
102,expanding
103,expanding
104,expanding
105,expanding
106,rolling_3
107,rolling_3
108,rolling_3
109,rolling_3
110,rolling_3
111,rolling_7
112,rolling_7
113,expanding
114,expanding
115,expanding
116,rolling_3
117,rolling_3
118,rolling_3
119,rolling_3
