B,eta0,eta_schedule,update,block_sec,delay_sec,eps,dev_imp_wt_ll,dev_worst_day_ll
0.25,0.3,const,block,3600,1800,1e-05,0.42076460310181196,0.4245924388735093
0.25,0.3,const,block,1800,1800,1e-05,0.42076460310181196,0.4245924388735093
0.5,0.3,const,block,1800,1800,1e-05,0.42076460310181196,0.4245924388735093
0.5,0.3,const,block,3600,1800,1e-05,0.42076460310181196,0.4245924388735093
2.0,0.3,const,block,3600,1800,1e-05,0.42076460310181196,0.4245924388735093
2.0,0.3,const,block,1800,1800,1e-05,0.42076460310181196,0.4245924388735093
1.0,0.3,const,block,3600,1800,1e-05,0.42076460310181196,0.4245924388735093
1.0,0.3,const,block,1800,1800,1e-05,0.42076460310181196,0.4245924388735093
1.0,0.3,inv_sqrt,block,3600,1800,1e-05,0.42077277006137404,0.42460132453267724
1.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.42077277006137404,0.42460132453267724
2.0,0.3,inv_sqrt,block,3600,1800,1e-05,0.42077277006137404,0.42460132453267724
2.0,0.3,inv_sqrt,block,1800,1800,1e-05,0.42077277006137404,0.42460132453267724
0.5,0.3,inv_sqrt,block,1800,1800,1e-05,0.42077277006137404,0.42460132453267724
0.5,0.3,inv_sqrt,block,3600,1800,1e-05,0.42077277006137404,0.42460132453267724
0.25,0.3,inv_sqrt,block,3600,1800,1e-05,0.42077277006137404,0.42460132453267724
0.25,0.3,inv_sqrt,block,1800,1800,1e-05,0.42077277006137404,0.42460132453267724
0.25,0.3,inv_sqrt,block,900,1800,1e-05,0.42078128157060035,0.42460460640769704
0.5,0.3,inv_sqrt,block,900,1800,1e-05,0.42078128157060035,0.42460460640769704
2.0,0.3,inv_sqrt,block,900,1800,1e-05,0.42078128157060035,0.42460460640769704
1.0,0.3,inv_sqrt,block,900,1800,1e-05,0.42078128157060035,0.42460460640769704
2.0,0.1,const,block,1800,1800,1e-05,0.42078390687509315,0.42459953026138286
2.0,0.1,const,block,3600,1800,1e-05,0.42078390687509315,0.42459953026138286
1.0,0.1,const,block,3600,1800,1e-05,0.42078390687509315,0.42459953026138286
1.0,0.1,const,block,1800,1800,1e-05,0.42078390687509315,0.42459953026138286
0.25,0.1,const,block,1800,1800,1e-05,0.42078390687509315,0.42459953026138286
0.25,0.1,const,block,3600,1800,1e-05,0.42078390687509315,0.42459953026138286
0.5,0.1,const,block,3600,1800,1e-05,0.42078390687509315,0.42459953026138286
0.5,0.1,const,block,1800,1800,1e-05,0.42078390687509315,0.42459953026138286
0.5,0.1,inv_sqrt,block,3600,1800,1e-05,0.42078968953654705,0.4246018967340303
1.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.42078968953654705,0.4246018967340303
0.25,0.1,inv_sqrt,block,3600,1800,1e-05,0.42078968953654705,0.4246018967340303
0.25,0.1,inv_sqrt,block,1800,1800,1e-05,0.42078968953654705,0.4246018967340303
2.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.42078968953654705,0.4246018967340303
2.0,0.1,inv_sqrt,block,3600,1800,1e-05,0.42078968953654705,0.4246018967340303
1.0,0.1,inv_sqrt,block,1800,1800,1e-05,0.42078968953654705,0.4246018967340303
0.5,0.1,inv_sqrt,block,1800,1800,1e-05,0.42078968953654705,0.4246018967340303
0.5,0.3,const,block,900,1800,1e-05,0.4207914792164492,0.42460548185885205
0.25,0.3,const,block,900,1800,1e-05,0.4207914792164492,0.42460548185885205
2.0,0.3,const,block,900,1800,1e-05,0.4207914792164492,0.42460548185885205
1.0,0.3,const,block,900,1800,1e-05,0.4207914792164492,0.42460548185885205
0.25,0.1,inv_sqrt,block,900,1800,1e-05,0.4207927245561467,0.42460298216878795
2.0,0.1,inv_sqrt,block,900,1800,1e-05,0.4207927245561467,0.42460298216878795
1.0,0.1,inv_sqrt,block,900,1800,1e-05,0.4207927245561467,0.42460298216878795
0.5,0.1,inv_sqrt,block,900,1800,1e-05,0.4207927245561467,0.42460298216878795
2.0,0.1,const,block,900,1800,1e-05,0.4207933413483602,0.4246039947660243
1.0,0.1,const,block,900,1800,1e-05,0.4207933413483602,0.4246039947660243
0.5,0.1,const,block,900,1800,1e-05,0.4207933413483602,0.4246039947660243
0.25,0.1,const,block,900,1800,1e-05,0.4207933413483602,0.4246039947660243
0.5,0.03,const,block,1800,1800,1e-05,0.42079550652114517,0.4246015773899623
0.5,0.03,const,block,3600,1800,1e-05,0.42079550652114517,0.4246015773899623
2.0,0.03,const,block,1800,1800,1e-05,0.42079550652114517,0.4246015773899623
2.0,0.03,const,block,3600,1800,1e-05,0.42079550652114517,0.4246015773899623
0.25,0.03,const,block,3600,1800,1e-05,0.42079550652114517,0.4246015773899623
0.25,0.03,const,block,1800,1800,1e-05,0.42079550652114517,0.4246015773899623
1.0,0.03,const,block,1800,1800,1e-05,0.42079550652114517,0.4246015773899623
1.0,0.03,const,block,3600,1800,1e-05,0.42079550652114517,0.4246015773899623
